,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
120,Tenderbest,TenderBest - Jurong Theatre,"[""Western"", ""Steak"", ""Burger"", ""Pasta""]",1.3342719376087189,103.72214,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08078/hero/63ff75581e58df68cc659bdc95d763d3-w550-97.jpg,4.5,"[1.3342719376087189, 103.72214]",3,3
121,Ah Er Soup,Ah Er Soup - Yuan Ching Road,"[""Chinese""]",1.325647640613127,103.72529718442104,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDUDGL1RANBC6/hero/b0cf7024458e471b9cd50d884eba769e_1587119961287584249.jpg,4.6,"[1.325647640613127, 103.72529718442104]",3,3
122,Lao Er Bak Kut Teh,Lao Er Bak Kut Teh - Superbowl Jurong,"[""Chinese""]",1.3260887,103.72482241,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDKN3LZCXTYJX/hero/cc7383ba132444288302ecac87e02a7b_1587106701172437663.jpeg,4.3,"[1.3260887, 103.72482241]",3,3
123,Jia Xiang Mala Hotpot 家乡麻辣香锅,Jia Xiang Mala Hotpot 家乡麻辣香锅 - Jurong,"[""Chinese"", ""Noodles"", ""Local"", ""Asian""]",1.3342296,103.7221163,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZBXVLE2N7NZVN/hero/904c25981f7841a89490524e586603ad_1621518533139384338.png,4.3,"[1.3342296, 103.7221163]",3,3
124,Al Afrida,Al Afrida - Yung Kuang Road,"[""Indian"", ""Chicken""]",1.3319674,103.72305255,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMCJ7WFMF6AA6/hero/2e11690032064dcb8196f48721881546_1561693977869023569.jpeg,3.6,"[1.3319674, 103.72305255]",3,3
125,Unicuz Chinese Cuisine 宏缘美食馆,Unicuz Chinese Cuisine 宏缘美食馆 麻辣香锅 - Yuan Ching Road,"[""Asian"", ""Chinese"", ""Singaporean""]",1.3256819846612369,103.7254974,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2C1MCEHEKVVWA/hero/67c0f6c0db394c3387bea01639f3393e_1605758887335870578.jpg,4.6,"[1.3256819846612369, 103.7254974]",3,3
126,Chicken Box,Chicken Box - Taman Jurong Market & Food Centre [#03-171],"[""Western"", ""Seafood"", ""Meat""]",1.3345743,103.72139350520791,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2AHV2MDTNXFG2/hero/9c134c964f2f400b9bb8ffd0aece0e2e_1600853038668921610.jpeg,3.9,"[1.3345743, 103.72139350520791]",3,3
127,Empress Pot,Empress Pot - Yung Sheng Road,"[""Thai""]",1.3345634325989266,103.72175757998468,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYN1J3KTEEKACE/hero/68f2b9493602421798ae31d04c7360b9_1611889596415496331.jpeg,4.4,"[1.3345634325989266, 103.72175757998468]",3,3
128,Icecream Man And Friends,Icecream Man And Friends - Taman Jurong Shopping Centre,"[""Dessert""]",1.3346458,103.720985,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10261/hero/upload-photo-Hero_Photo_5781c262034b495eba0e5b5290f6c1a0_1556607016813087564.jpeg,4.4,"[1.3346458, 103.720985]",3,3
129,Cactus 1,Cactus 1 - Mini Restaurant 8,"[""Local"", ""BBQ"", ""Korean""]",1.3256283,103.72550480666666,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMFLTAKAUJXN6/hero/021d2b8a5cca4ec0a2b4541b8e7a82ce_1562036096851688045.jpeg,4.3,"[1.3256283, 103.72550480666666]",3,3
130,Yang Yi Yong Tau Foo,Yang Yi Yong Tau Foo - Taman Jurong Shopping Centre,"[""Convenience"", ""Local"", ""Singaporean"", ""Asian""]",1.335121442165658,103.72108122646024,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LYGBVEKCKFRX/hero/cd9a46a6341648e9a9d35476d1d41aed_1615530644615127146.jpg,5.0,"[1.335121442165658, 103.72108122646024]",3,3
131,Boss Bar & Kitchen,Boss Bar & Kitchen - Superbowl Jurong,"[""Western""]",1.326139559,103.7249225,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T2GNUYBE3DLX/hero/3c9193abb45d44259d152365cf4eef90_1621833235193803462.jpg,,"[1.326139559, 103.7249225]",3,3
132,Boon Lay Power Nasi Lemak Pte Ltd,Boon Lay Power Nasi Lemak Pte Ltd - Jurong Theatre,"[""Local""]",1.334241281506138,103.72240251778248,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYXVGPTWUF6VJ2/hero/27e10f460de444058f6184bd1b9eaaca_1610172529437141556.jpeg,4.3,"[1.334241281506138, 103.72240251778248]",3,3
133,Five Star Fast Food,Five Star Fast Food - Taman Jurong Market and Food Centre [#02-101],"[""Local"", ""Asian"", ""Fast Food"", ""Indian"", ""Muslim""]",1.3346229074535283,103.7215004,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10200/hero/upload-photo-Hero_Photo_cec07c4501ea482d98ae60dcabba654e_1555900568047887971.jpeg,3.6,"[1.3346229074535283, 103.7215004]",3,3
134,Shell Select,Shell Select - Jalan Ahmad Ibrahim,"[""Groceries"", ""Mart"", ""Convenience""]",1.3235630500000002,103.721826,https://d1sag4ddilekf6.cloudfront.net/Merchants/4-CZCVVACJHCAYVT/photos_optimized/d766b533919849639f31f1936e538421_1597593199843707774.jpeg,4.2,"[1.3235630500000002, 103.721826]",3,3
135,Niu B Mianguan,Niu B Mianguan - Jurong Theatre,"[""Noodles"", ""Chinese"", ""Snack"", ""Same Prices In-Store""]",1.334296243514964,103.7222166,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTKLXETNJNDNX/hero/75r-24bits-100kb-b9dd9330ac26f9a26c7643d351e5ee9baaffeeaf58dec52437e01aef769eebe2-4f2286f5cef7466d81a61bafa5654d3c_1564027286255022975.jpeg,4.2,"[1.334296243514964, 103.7222166]",3,3
136,Rong Kee Roasted Delights,Rong Kee Roasted Delights 榮記燒腊 - Jurong Theatre,"[""Chinese"", ""Local"", ""BBQ""]",1.334353,103.7221748,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11998/hero/3cb831bc99604cf79a7599129fb06621_1559052698649715811.jpeg,4.0,"[1.334353, 103.7221748]",3,3
137,Cheers (FairPrice Xpress) @ Esso,Cheers (FairPrice Xpress) @ Esso - Jalan Ahmad Ibrahim,"[""Mart""]",1.32485,103.724375,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LCGNTTPGMHDE/hero/347235c0260c41ef9428811cb874433d_1621875391053922442.jpg,4.2,"[1.32485, 103.724375]",3,3
138,Kotobuki Japanese Restaurant,Kotobuki Japanese Restaurant - Yuan Ching Road,"[""Japanese""]",1.3257562,103.72498166666668,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08173/hero/upload-photo-Hero_Photo_2821dbf96a1b4b6cadd4e9e23fc59b21_1554865914038696205.png,4.1,"[1.3257562, 103.72498166666668]",3,3
139,Taman Jurong Market & Food Centre,Taman Jurong Market & Food Centre,"[""Local"", ""Chinese"", ""Beverages"", ""Chicken"", ""Indian""]",1.3346163465516725,103.72150205,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DCCGAVJ8N2CX/hero/b497855b36ae45c3bb8ac8e3106b8301_1609318638241484243.jpg,4.2,"[1.3346163465516725, 103.72150205]",3,3
140,Cafe 9,Cafe 9 - Tukang Innovation Drive,"[""Asian"", ""Beverages"", ""Chinese"", ""Singaporean""]",1.3231942,103.7152906,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZMAV6ABE2BZAT/hero/1908cf992f6d45a49b625291a3b06223_1596098153321521498.jpeg,5.0,"[1.3231942, 103.7152906]",3,3
141,Kombynation Co.,Kombynation Co. - Innovate 360,"[""Beverages"", ""Local""]",1.336098175136319,103.7137353,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDJL3KTL6E2CX/hero/5250e26d8a104709b97af301c3afd8ed_1606980796114685032.png,5.0,"[1.336098175136319, 103.7137353]",3,3
142,Gelare,The Grumpy Bear - Safra Jurong,"[""Western"", ""Dessert"", ""Chicken""]",1.3351479,103.7061333,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY6ARADDJUVFE2/hero/780aebf9d16c4b09925a12054b1901f9_1593655353371955299.jpeg,3.6,"[1.3351479, 103.7061333]",3,3
143,Cai Ji Ke Kou Mian,Cai Ji Ke Kou Mian - Yung Sheng Road,"[""Asian"", ""Chinese"", ""Noodles"", ""Singaporean""]",1.334501,103.721349,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NDVLLAV3ECGJ/hero/f23584daa58e420386c5ade3da035d37_1619421018850562197.jpeg,2.9,"[1.334501, 103.721349]",3,3
144,Xin Sheng Ngoh Hiong Prawn Cracker,Xin Sheng Ngoh Hiong Prawn Cracker - Taman Jurong Market & Food Centre [#03-163],"[""Local"", ""Chinese""]",1.3345989,103.7215517,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY6ETPNXEEM3SA/hero/eefdc34e0a334d8aaa707b179c146c75_1578483597499085332.jpg,3.6,"[1.3345989, 103.7215517]",3,3
145,The Noodle House,The Noodle House - Taman Jurong,"[""Local"", ""Asian"", ""Chinese""]",1.3346558333333334,103.7209347,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01199/hero/upload-photo-Hero_Photo_17b2bae5ac84490887a3b97a1d175da9_1555305457639458262.jpeg,4.1,"[1.3346558333333334, 103.7209347]",3,3
146,Le Satay,Le Satay - Jurong Theatre,"[""Local"", ""Islandwide Delivery""]",1.3343585666666666,103.7221802,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGECBN6JCGA/hero/f558f8131d724082bc0376656657a7fb_1560917866566721300.jpeg,4.5,"[1.3343585666666666, 103.7221802]",3,3
147,ButterNut,ButterNut - Taman Jurong Market & Food Centre [#02-108],"[""Western"", ""Pizza"", ""Halal"", ""Italian"", ""Islandwide Delivery""]",1.3344967,103.7213801,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD02811/hero/upload-photo-Hero_Photo_a20597a8b76748099475c130845b79c3_1557110486278196130.jpeg,4.6,"[1.3344967, 103.7213801]",3,3
148,Chi Huo,Chi Huo - Taman Jurong Market and Food Centre [#03-179],"[""Local"", ""Chicken"", ""Asian"", ""Chinese""]",1.334647375,103.7215168,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCFFB6FSAXYTA/hero/30a4928de8b7409491724cfa5d2572a6_1603514446815099252.jpeg,4.7,"[1.334647375, 103.7215168]",3,3
149,Shun Xing BBQ,Shun Xing BBQ - Yuan Ching Road,"[""BBQ"", ""Local"", ""Singaporean""]",1.325920027948163,103.72508998357536,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BXJ6VAMABJR2/hero/430a02aabb164477bf2a5ab939285241_1603447240670305607.jpg,4.0,"[1.325920027948163, 103.72508998357536]",3,3
150,399 Kitchen,399 Kitchen - Taman Jurong,"[""Local"", ""Chinese"", ""Seafood""]",1.33508255,103.72017291270998,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDTGBVBAJKGFE/hero/434d2144f0de47539cf3bda939c202e7_1587030644334932946.jpg,4.0,"[1.33508255, 103.72017291270998]",3,3
151,Kook Kai Thaifood,Kook Kai Thaifood - Yuan Ching Road,"[""Thai""]",1.3254748,103.7252471,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UEG7TGEFW3VE/hero/0e3e265fc3ce44f8aaf52b5d03b50fb7_1622443822813930439.jpeg,,"[1.3254748, 103.7252471]",3,3
152,Thicc Milkshakes,Thicc Milkshakes - SAFRA Jurong,"[""Beverages""]",1.33516996,103.7060007,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EULGCUN3AWHA/hero/377353f502a0467baa8895866b67b378_1609208331399476864.jpeg,3.0,"[1.33516996, 103.7060007]",3,3
153,Pancake,Pancake - Yung Sheng Road,"[""Asian"", ""Breakfast & Brunch"", ""Chinese"", ""Dessert"", ""Kids Friendly""]",1.334501,103.721349,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LHMB32A4MGLE/hero/4b0bc95d051c4b4d81db72caa5784aab_1614758738161851149.jpg,3.0,"[1.334501, 103.721349]",3,3
154,Lao Hung Jia Chicken Rice,Lao Hung Jia Chicken Rice - Yung Sheng Road @ Taman Jurong Market and Food Centre [#03-154],"[""Chinese"", ""Same Prices In-Store""]",1.334633650874622,103.7214822246213,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00755/hero/1519105814597-w550-f3.jpg,4.1,"[1.334633650874622, 103.7214822246213]",3,3
155,Ke Kou Duck,Ke Kou Duck - Jurong Leisure Complex,"[""Chinese"", ""Noodles""]",1.3256568449485877,103.7254993,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEUTCAFRBKVNX/hero/582b0384a48642ae87c7cdd72113cf96_1599738695276254817.jpeg,4.6,"[1.3256568449485877, 103.7254993]",3,3
156,Can't Stop Eating Toast,Can't Stop Eating Toast - Taman Jurong Market & Food Centre [#02-59],"[""Beverages"", ""Breakfast & Brunch"", ""Sandwiches"", ""Same Prices In-Store"", ""Kids Friendly""]",1.334964957472308,103.7217484235294,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD12253/hero/30aba809ba284ba4917132d34357fe5f_1572318520333035241.jpeg,4.6,"[1.334964957472308, 103.7217484235294]",3,3
157,Haris Sharif Restaurant,Haris Sharif Restaurant - Yung Sheng Road,"[""Local"", ""Halal"", ""Asian"", ""Indian""]",1.3343526,103.722161,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKYVYTYN74TEE/hero/c162a291e18c4c188017a694b0a2fef6_1593596059813834170.jpeg,4.1,"[1.3343526, 103.722161]",3,3
158,Siam Wok,Siam Wok - Jurong Theatre,"[""Thai"", ""Asian""]",1.3343136,103.7221532,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY2FEXWWG8DGTA/hero/7e268320118b4ed5bd41a3a6ef5a1615_1570690349893222678.jpeg,4.0,"[1.3343136, 103.7221532]",3,3
159,Volk,VOLK (Taman Jurong Hawker),"[""Korean"", ""Singaporean"", ""Japanese"", ""Salad""]",1.3345604,103.72136272,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JTGEN2NVDAEJ/hero/61099eac02fb45aaabb3896a65fb2bf6_1611740093478889458.jpeg,4.1,"[1.3345604, 103.72136272]",3,3
160,Seafood Fish Soup,Seafood Fish Soup - Taman Jurong Market & Food Centre [#02-102],"[""Asian"", ""Chinese"", ""Seafood""]",1.3345753,103.72150121,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEBHF6TTNTZJJ/hero/b022e8db45a54e7096e31f82dddf66fe_1611715483143770512.jpeg,4.2,"[1.3345753, 103.72150121]",3,3
161,Xi Yan Seafood Restaurant,Xi Yan Seafood Restaurant - The Village @ Jurong Hill,"[""Chinese""]",1.3209677,103.7088738814425,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BJJKCECYEACE/hero/2cba91331ab14544bb16c6b9031e2cad_1610014458060427041.jpeg,2.5,"[1.3209677, 103.7088738814425]",3,3
162,IFruit,IFruit - Taman Jurong Shopping Centre,"[""Dessert"", ""Beverages""]",1.33467234,103.7209567,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07516/hero/c1491e7b6eda49e9990a30ce69bb4395_1579061213270846741.jpeg,4.5,"[1.33467234, 103.7209567]",3,3
163,McDonald's,McDonald's - Jurong Bowl,"[""Chicken"", ""Fast Food"", ""Halal"", ""Burger""]",1.3264148,103.72467911243436,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04923/hero/f969d238f3ca4875ae6eb4d00ae09445_1622082323163201360.jpeg,4.4,"[1.3264148, 103.72467911243436]",3,3
164,Japanese & Korean,Japanese & Korean - Jurong Theatre,"[""Japanese"", ""Korean"", ""Seafood""]",1.3343158,103.72214621997158,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLTMAKZN4LWE2/hero/80797eb30033428dbc2a5e5d1fdb0cd3_1560137737631781013.jpeg,4.1,"[1.3343158, 103.72214621997158]",3,3
165,Fu Man Ji Hai Nan Ji Fan,Fu Man Ji Hai Nan Ji Fan - Taman Jurong Market And Food Centre [#02-87],"[""Asian"", ""Chinese""]",1.3345963751198917,103.7214876875,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09741/hero/upload-photo-Hero_Photo_c69f23b472684fd0882df9f0e400c282_1557760570157456934.jpeg,4.5,"[1.3345963751198917, 103.7214876875]",3,3
166,RONGJI FISH SOUP Taman Jurong Shopping Centre,RONGJI FISH SOUP - Taman Jurong Shopping Centre,"[""Chinese"", ""Asian"", ""Chicken""]",1.3350849,103.72035838065744,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDVUF3ZVT63GT/hero/72b95cd1da2a47b6b70e7c22869b0fbf_1587289739955064315.jpg,3.9,"[1.3350849, 103.72035838065744]",3,3
167,Taman Jurong Food Corner Pte Ltd,Taman Jurong Food Corner Pte Ltd - Yuan Ching Road,"[""Asian"", ""Dessert"", ""Dim Sum"", ""Local"", ""Snack""]",1.32559881,103.7255503,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2AGTJ3BCP2CFE/hero/8e84241f981b44af9d61ac31a97e5827_1600682321300516662.jpg,3.8,"[1.32559881, 103.7255503]",3,3
168,Yong Fa Pig's Organ Soup,Yong Fa Pig's Organ Soup - Taman Jurong Shopping Centre,"[""Local"", ""Singaporean"", ""Soup""]",1.33515099203305,103.72033000189036,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MTVVCUNRNJGA/hero/5600470b73074df398ea5a063b024682_1617094851768951754.jpg,4.3,"[1.33515099203305, 103.72033000189036]",3,3
169,Mama Patisserie,Mama Patisserie - International Road,"[""Bakery"", ""Chicken"", ""Halal"", ""Cake"", ""Bread""]",1.3294761,103.7112943,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJBJGMZEYJFKE/hero/f0b6b3e849cb43dd8812a096bdc92b63_1590141979781385763.jpg,4.6,"[1.3294761, 103.7112943]",3,3
170,Pasta Glory,Pasta Glory - SAFRA Jurong,"[""Pasta""]",1.3351361,103.7060736,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EULGCUNKMZJ2/hero/eb327566df0a4d99a5570607eb8c501b_1609215733939981653.jpeg,3.0,"[1.3351361, 103.7060736]",3,3
171,Kintamani BBQ Seafood,Kintamani BBQ Seafood - Taman Jurong Market And Food Centre,"[""Asian"", ""Chinese"", ""Kids Friendly"", ""Local"", ""Seafood""]",1.334501,103.721349,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TYSEUXA72HVX/hero/e3783ac3299a4b6ca6740fa359926903_1621579234181600319.jpg,5.0,"[1.334501, 103.721349]",3,3
172,Leng Huat Fishball Noodle Laksa,Leng Huat Fishball Noodle Laksa - Taman Jurong Market & Food Centre [#02-89],"[""Local"", ""Asian"", ""Noodles"", ""Same Prices In-Store""]",1.3346248,103.721494,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEUTX3FR7AGNX/hero/b9d8ff42b8c54e689c5f619c155dd5ae_1589185330136289534.jpg,4.4,"[1.3346248, 103.721494]",3,3
173,Yeh Lai Siang Coffee,Yeh Lai Siang Coffee - Taman Jurong Market & Food Centre [#02-117],"[""Beverages"", ""Breakfast & Brunch"", ""Coffee"", ""Local"", ""Tea""]",1.334675,103.7214954,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEANY3AJ742NA/hero/b14a4e9efc254599b375550da375bca3_1588142669778741674.jpeg,4.6,"[1.334675, 103.7214954]",3,3
174,Devil's Kitchen,Devil's Kitchen - Superbowl Jurong,"[""Pasta"", ""Western""]",1.3259925578858227,103.72483988,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMWFCAHBENKLN/hero/73e45c0ad0ce4a07b6eb8d91816853b2_1559294091865880776.jpeg,4.5,"[1.3259925578858227, 103.72483988]",3,3
175,Big Boss Lok Lok,Big Boss Lok Lok - Jurong Theatre,"[""Asian"", ""BBQ"", ""Kids Friendly"", ""Local"", ""Malaysian""]",1.33413,103.72219,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NYEGCBSBNGLE/hero/9d6033dcf49f491ea2404cdda4374c5d_1621331673784137398.jpeg,5.0,"[1.33413, 103.72219]",3,3
176,Wang Heng Seafood,Wang Heng Seafood - Jurong Theatre,"[""Local"", ""Asian"", ""Seafood""]",1.33432645,103.7221966,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZD2TFAGTCJKAJ/hero/77bccb36f9f44a97be0a2eeafda93655_1599445875545782067.jpeg,4.3,"[1.33432645, 103.7221966]",3,3
177,Yaseen Briyani Indian Muslim Food,Yaseen Briyani Indian Muslim Food - Yung Sheng Road,"[""Indian""]",1.334624348,103.7213468,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NDTPVYCXTAEX/hero/1d3930189f664039a1e35497ce162771_1618383655216498287.jpg,3.0,"[1.334624348, 103.7213468]",3,3
178,The Seafood Market Place By Song Fish,The Seafood Market Place By Song Fish - Fishery Port Road [Islandwide Delivery],"[""Groceries"", ""Seafood"", ""Frozen Food"", ""Mart""]",1.3117545,103.7242922,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NJAEVJDBKVTA/hero/a280d4ab32124925a2e9cf6f530e0bb8_1620021634178129767.jpeg,5.0,"[1.3117545, 103.7242922]",3,3
179,鑫味美食 Xin Wei,鑫味美食 Xin Wei - Yuan Ching Road,"[""Asian"", ""Chinese"", ""Local""]",1.3254748,103.7252471,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NTAECECVBGRE/hero/c9824d36b4334c9cae47e2abdb2b2b46_1620373043806107671.jpeg,5.0,"[1.3254748, 103.7252471]",3,3
180,Jack's Place,Jack's Place - Safra Jurong Club,"[""Same Prices In-Store"", ""Western"", ""Kids Friendly"", ""Salad""]",1.3351662019416457,103.7059527,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZABTXACJZDFEE/hero/2be75d14356a4af3b43bf1b0f2ab4ae6_1587381112459379652.jpeg,4.4,"[1.3351662019416457, 103.7059527]",3,3
181,KFC,KFC - Yung Ho Road,"[""Halal"", ""Fast Food"", ""Western"", ""Burger"", ""Chicken""]",1.3263399,103.7238248,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3TDGKJTT51SA/hero/c220cae4d0f6471fabc5cd4563081b25_1598860406323636716.jpeg,4.2,"[1.3263399, 103.7238248]",3,3
182,Manwu Satay Loklok,Manwu Satay Loklok - Yung Sheng Road,"[""BBQ""]",1.334501,103.721349,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JWAKCFE7C2TJ/hero/759c7ad0df37466d98a30c5d6a17eeef_1611309764022527553.jpeg,,"[1.334501, 103.721349]",3,3
