name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
Heng’s Minimart,Heng's Minimart - Hougang Ave 5 [Islandwide Delivery],"['Grocery Supermarket', 'Groceries', 'Convenience', 'Beverages', 'Snacks']",1.3683622,103.89425728539209,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEWL2KCRZEFE2/hero/9b42234f8f0546f890b6ad060e9ebfba_1611546607672007267.jpg,4.6,"[1.3683622, 103.89425728539209]",5,10
Yen Fei Lai Seafood,Yen Fei Lai Seafood - Hougang Ave 5,"['Local', 'Asian', 'Beverages', 'Seafood', 'Chinese']",1.3671516666666663,103.89679769,"{'displayedHours': 'Closed', 'sun': '11:00-22:00', 'mon': '11:00-22:00', 'tue': '10:00-22:00', 'wed': '11:00-22:00', 'thu': '11:00-22:00', 'fri': '11:00-22:00', 'sat': '11:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJBCTAVN6AVEA/hero/cf9eaa25436f4a49a042fc3774d83b57_1590114016234819999.jpg,4.4,"[1.3671516666666663, 103.89679769]",5,10
Srisun Prata.com,Srisun Prata.com - Hougang,"['Indian', 'Halal', 'Local']",1.3683849499999998,103.89581636666668,"{'displayedHours': 'Closed', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01040/hero/1ycriNHwaS9cA-R3aWNKOFHL5vZH3hS8c.jpg,3.7,"[1.3683849499999998, 103.89581636666668]",5,10
OTOKO,OTOKO - Upper Serangoon Road,"['Japanese', 'Beverages', 'Chicken', 'Islandwide Delivery']",1.3701911,103.8950192,"{'displayedHours': 'Closed', 'sun': '11:00-21:00', 'mon': '11:00-21:00', 'tue': '11:00-21:00', 'wed': '11:00-21:00', 'thu': '11:00-21:00', 'fri': '11:00-21:00', 'sat': '11:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06360/hero/cda555d808994cfa92ef422c2030e8e3_1606458676957083402.jpeg,4.4,"[1.3701911, 103.8950192]",5,10
Tong Keow Healthcare,Tong Keow Healthcare - Hougang Central,"['Wellness', 'Mart', 'Health & Beauty']",1.3711506,103.8936829,"{'displayedHours': 'Closed', 'sun': '09:15-19:15', 'mon': '09:15-20:45', 'tue': '09:15-20:45', 'wed': '09:15-20:45', 'thu': '09:15-20:45', 'fri': '09:15-20:45', 'sat': '09:15-20:45', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDBR76UPAE3CX/hero/657c5691af4c41f5b967a1ef335c4e3c_1611567578958579229.jpg,4.4,"[1.3711506, 103.8936829]",5,10
Bakery Master,Bakery Master - Hougang Ave 5,"['Snacks', 'Cake', 'Mart', 'Bakery']",1.3660101,103.8951717,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '07:00-19:30', 'tue': '07:00-19:30', 'wed': '07:00-19:30', 'thu': '07:00-19:30', 'fri': '07:00-19:30', 'sat': '07:00-19:30', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY2BSGMVEBAYDE/hero/567cd393d0d249aba4ec913c81c0c924_1572317921549880859.jpeg,0.0,"[1.3660101, 103.8951717]",5,10
Lucky Cat Cafe,Lucky Cat Cafe - Hougang Community Club,"['Coffee & Tea', 'Japanese', 'Korean', 'Vegetarian Friendly', 'Vegan']",1.36458564524065,103.892311727451,"{'displayedHours': 'Closed', 'sun': '11:00-20:30', 'mon': '11:00-20:30', 'tue': '11:00-20:30', 'wed': 'Closed', 'thu': '11:00-20:30', 'fri': '11:00-20:30', 'sat': '11:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TXCAXWN2CXTE/hero/5cfb38c7502847ba8f2bf00985636c48_1621942831138557708.png,5.0,"[1.36458564524065, 103.892311727451]",5,10
Al Hayat Indian Muslim Food,Al Hayat Indian Muslim Food - Hougang Ave 5,"['Indian', 'Noodles']",1.367130646875,103.8967843,"{'displayedHours': 'Closed', 'sun': '07:00-22:00', 'mon': '07:00-22:00', 'tue': '07:00-22:00', 'wed': '07:00-22:00', 'thu': '07:00-22:00', 'fri': '07:00-22:00', 'sat': '07:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY5ETN4XL2JTTJ/hero/7b5c6e9af29a48eaafb821129c7c1ef2_1576544544163672980.jpeg,3.2,"[1.367130646875, 103.8967843]",5,10
Sheng Hong HK Delights,Sheng Hong HK Delights - Hougang,"['Chinese', 'Local', 'Chicken']",1.3670687,103.89688166666669,"{'displayedHours': 'Closed', 'sun': '08:00-23:00', 'mon': '08:00-23:00', 'tue': '08:00-23:00', 'wed': '08:00-23:00', 'thu': '08:00-23:00', 'fri': '08:00-23:00', 'sat': '08:00-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYT3AJMKNFE2SE/hero/9a07949a42b343519e5c3a828a2bd1ea_1562839313549000917.jpeg,4.3,"[1.3670687, 103.89688166666669]",5,10
Kimpo Chicken Rice,Kimpo Chicken Rice - Hougang Avenue 5,"['Chinese', 'Asian']",1.3683414,103.89581678857992,"{'displayedHours': 'Closed', 'sun': '11:00-20:00', 'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08913/hero/Kimpo_Chicken_Rice_Hero_960X540.jpg,4.2,"[1.3683414, 103.89581678857992]",5,10
GOPIZZA,GOPIZZA - THE MIDTOWN @ HOUGANG,"['Pasta', 'Pizza', 'Korean', 'Fast Food']",1.3703426305167312,103.89489639286046,"{'displayedHours': 'Closed', 'sun': '00:00-01:30 11:00-21:00', 'mon': '11:00-21:00', 'tue': '11:00-21:00', 'wed': '11:00-21:00', 'thu': '11:00-21:00', 'fri': '11:00-23:59', 'sat': '00:00-01:30 11:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZC2T6KVLEDKCN/hero/af70c2bd7372437a934e44f168f66b30_1586174391322860483.jpeg,4.3,"[1.3703426305167312, 103.89489639286046]",5,10
Pasta Loft,Pasta Loft - The Midtown,"['Same Prices In-Store', 'Pasta', 'Vegetarian Friendly', 'Western', 'Italian']",1.3701952,103.89496985,"{'displayedHours': 'Closed', 'sun': '11:30-21:15', 'mon': '11:30-21:15', 'tue': 'Closed', 'wed': '11:30-21:15', 'thu': '11:30-21:15', 'fri': '11:30-21:15', 'sat': '11:30-21:15'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DDACEUJ65ZNJ/hero/d154db6a47284e159f2e545496f0c3ab_1614828261775741680.jpeg,4.3,"[1.3701952, 103.89496985]",5,10
