name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
Laifaba Famous Roasted Meat & Char Siew,Laifaba Famous Roasted Meat & Char Siew - Bukit Batok Crescent [Islandwide Delivery],"['Asian', 'Noodles', 'Soup', 'Rice']",1.3384845778345524,103.75568753005106,"{'open': True, 'displayedHours': '10:00-18:30', 'sun': '10:00-18:30', 'mon': '10:00-18:30', 'tue': '10:00-18:30', 'wed': '10:00-18:30', 'thu': '10:00-18:30', 'fri': '10:00-18:30', 'sat': '10:00-18:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLWBAVBMBVJTX/hero/ac79c53537134d49886b54600d645089_1622364618607350136.jpeg,4.6,"[1.3384845778345524, 103.75568753005106]",4,4
HealthyOne,HealthyOne - Jurong East Street 24,"['Mart', 'Snacks', 'Healthy']",1.3425721,103.73764337936989,"{'open': True, 'displayedHours': '09:30-19:00', 'sun': '09:30-13:00', 'mon': '09:30-19:00', 'tue': '09:30-19:00', 'wed': '09:30-19:00', 'thu': '09:30-19:00', 'fri': '09:30-19:00', 'sat': '09:30-19:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLGG6DCG2AZUA/hero/7603e465f805430cbdf6a6474d122128_1594689758442404969.jpeg,4.5,"[1.3425721, 103.73764337936989]",4,4
Happy Ice,Happy Ice - Bukit Batok Street 23,"['Beverages', 'Durian', 'Ice Cream', 'Islandwide Delivery', 'Mart']",1.3417417092144404,103.75377032774723,"{'open': True, 'displayedHours': '09:00-19:00', 'sun': 'Closed', 'mon': '09:00-19:00', 'tue': '09:00-19:00', 'wed': '09:00-19:00', 'thu': '09:00-19:00', 'fri': '09:00-19:00', 'sat': '09:00-19:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2B3JJAWN2LHMA/hero/accb8b4a021747e2827c5df379965d68_1603944017748921310.jpeg,0.0,"[1.3417417092144404, 103.75377032774723]",4,4
Snow Angels Dessert House,Snow Angels Dessert House - Le Quest [Islandwide Delivery],"['Dessert', 'Waffles', 'Ice Cream & Iced Dessert', 'Smoothies']",1.35566051545392,103.7408659593806,"{'open': True, 'displayedHours': '11:00-23:00', 'sun': '11:00-23:00', 'mon': '14:00-23:00', 'tue': '11:00-23:00', 'wed': '11:00-23:00', 'thu': '11:00-23:00', 'fri': '11:00-23:00', 'sat': '11:00-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TBBGCGR2LYEE/hero/47fedbdbacc640c28a1f679dd7a351bf_1620127103092111004.jpeg,4.3,"[1.35566051545392, 103.7408659593806]",4,4
Viet Corner,Viet Corner - Bukit Batok [Islandwide Delivery],"['Asian', 'Local', 'Vietnamese', 'Vegan', 'Islandwide Delivery']",1.3466540467418897,103.75496954291076,"{'open': True, 'displayedHours': '10:00-21:00', 'sun': '10:00-21:00', 'mon': '10:00-21:00', 'tue': '10:00-21:00', 'wed': '10:00-21:00', 'thu': '10:00-21:00', 'fri': '10:00-21:00', 'sat': '10:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08147/hero/e3a6011e3c16470d85d76d2cf0c02902_1604112530399691192.jpeg,4.7,"[1.3466540467418897, 103.75496954291076]",4,4
Malaysia Chiak!,Malaysia Chiak! - West Mall [Islandwide Delivery],"['Local', 'Noodles', 'Chinese']",1.349974,103.74921279166912,"{'open': True, 'displayedHours': '10:00-20:50', 'sun': '10:00-20:50', 'mon': '10:00-20:50', 'tue': '10:00-20:50', 'wed': '10:00-20:50', 'thu': '10:00-20:50', 'fri': '10:00-20:50', 'sat': '10:00-20:50'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCKL341LYMDBE/hero/4fb8e880a94f4868bffa080b0b97adf0_1585646029095010576.jpeg,4.1,"[1.349974, 103.74921279166912]",4,4
Bowl & Grill,BG Makan (Hillview) by Bowl & Grill [Islandwide Delivery],"['Local', 'Western', 'Salad', 'Chicken']",1.353001090069226,103.75726564124656,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY4XKE3TSCBFNT/hero/de53ab4e65b341f997a4246b73f35b0d_1580866871376795985.jpeg,4.0,"[1.353001090069226, 103.75726564124656]",4,4
L&M Seafood Bukit Batok,L&M Seafood Bukit Batok - Bukit Batok West Ave 6 [Islandwide Delivery],"['Local', 'Chinese', 'Seafood', 'Chicken', 'Halal']",1.3517139,103.7447558,"{'open': True, 'displayedHours': '11:00-22:30', 'sun': '11:00-22:30', 'mon': '11:00-22:30', 'tue': '11:00-22:30', 'wed': '11:00-22:30', 'thu': '11:00-22:30', 'fri': '11:00-22:30', 'sat': '11:00-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD10509/hero/3d15143e40dd479fab82e1b4b6ac27e3_1569488538499203369.jpeg,4.3,"[1.3517139, 103.7447558]",4,4
Seoul Shiok,Seoul Shiok - Bukit Batok ,"['Korean', 'Asian', 'Local']",1.355174494853756,103.75086670818403,"{'open': True, 'displayedHours': '10:00-20:45', 'sun': '10:00-20:45', 'mon': '10:00-20:59', 'tue': '10:00-20:45', 'wed': '10:00-20:45', 'thu': '10:00-20:45', 'fri': '10:00-20:45', 'sat': '10:00-20:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZM2EEEDN2EJEE/hero/409f896f0af343ebb545eaa9fa856dc9_1597824998075529260.jpeg,3.8,"[1.355174494853756, 103.75086670818403]",4,4
Ccl Impex,CCL Impex - Bukit Batok Street 11 (Next Day Delivery),"['Groceries', 'Mart', 'Specialties']",1.347482,103.744281,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'Closed', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEKFEAYBBN2LN/hero/8f05eeae9b084aabbd85e02f0b645eb2_1588931316047520716.jpeg,4.1,"[1.347482, 103.744281]",4,4
