Unnamed: 0,name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
4340,Ah Ma Jok,Ah Ma Jok - Bidadari ,"['Asian', 'Chinese', 'Porridge']",1.3372078914033665,103.87190156944864,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LYG36BNTWTNX/hero/fd6d9a0dcc0845f0af0962b1214393a3_1615555943556646246.png,4.0,"[1.3372078914033665, 103.87190156944864]",4,9
4414,Plush Lovers,Plush Lovers - The Promenade @ Pelikat ,"['Flowers', 'Gifts', 'Mart', 'Islandwide Delivery']",1.35508485458912,103.887395310875,"{'open': True, 'displayedHours': '09:00-21:00', 'sun': '09:00-21:00', 'mon': '09:00-21:00', 'tue': '09:00-21:00', 'wed': '09:00-21:00', 'thu': '09:00-21:00', 'fri': '09:00-21:00', 'sat': '09:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2M3LGLAPA6VT6/hero/c8215f1d01f34925ae044c9f16cbc1c1_1617967197099491895.jpeg,3.0,"[1.35508485458912, 103.887395310875]",4,9
4539,Alcohol Express,Alcohol Express - Tai Seng Link ,"['Alcohol', 'Beverages', 'Mart', 'Islandwide Delivery']",1.337398,103.89062,"{'open': True, 'displayedHours': '00:00-03:00 15:00-23:59', 'sun': '00:00-03:00 15:00-23:59', 'mon': '00:00-03:00 15:00-23:59', 'tue': '00:00-03:00 15:00-23:59', 'wed': '00:00-03:00 15:00-23:59', 'thu': '00:00-03:00 15:00-23:59', 'fri': '00:00-03:00 15:00-23:59', 'sat': '00:00-03:00 15:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TDRVMDNK2VG6/hero/2f6c631931ad4becb0d9fccd195534ae_1620386219287558581.jpeg,5.0,"[1.337398, 103.89062]",4,9
8768,Trastern Bake,Trastern Bake - Serangoon Avenue 3,"['Bakery & Cake', 'Bubble Tea', 'Baked Goods', 'Same Prices In-Store']",1.350367,103.869014,"{'open': True, 'displayedHours': '09:30-20:30', 'sun': '10:00-21:00', 'mon': '09:30-21:00', 'tue': '09:30-21:00', 'wed': '09:30-21:00', 'thu': '09:30-21:00', 'fri': '09:30-21:00', 'sat': '09:30-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TDTBNDC7NEGE/hero/71dc18b6a49b4d7fb24bcfa239c11d07_1620395533353729577.jpeg,5.0,"[1.350367, 103.869014]",4,9
8778,Lao Ban,Lao Ban - Serangoon Bus Interchange,"['Asian', 'Beverages', 'Dessert', 'Bubble Tea']",1.3506009596078457,103.87145117898956,"{'open': True, 'displayedHours': '07:00-22:30', 'sun': '07:00-22:30', 'mon': '07:00-22:30', 'tue': '07:00-22:30', 'wed': '07:00-22:30', 'thu': '07:00-22:30', 'fri': '07:00-22:30', 'sat': '07:00-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11895/hero/laoban_hero_16x9.jpg,4.8,"[1.3506009596078457, 103.87145117898956]",4,9
8782,Five Guys,Five Guys - NEX,"['Fast Food', 'Western', 'Burger']",1.3499598570902125,103.87318909813342,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2J3CUNWCYWWR2/hero/d687a90d409f4aaea2ab4aa81f5ab7d1_1611927986908254732.jpeg,4.3,"[1.3499598570902125, 103.87318909813342]",4,9
8786,Hui Lau Shan,Hui Lau Shan - Nex,['Dessert'],1.3504318,103.87270685333333,"{'open': True, 'displayedHours': '11:30-21:30', 'sun': '11:30-21:30', 'mon': '11:30-21:30', 'tue': '11:30-21:30', 'wed': '11:30-21:30', 'thu': '11:30-21:30', 'fri': '11:30-21:30', 'sat': '11:30-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDGN4CVGJ2ULN/hero/5a81f5c90d0d42599dce71ac794b3057_1586682269102202734.jpeg,4.4,"[1.3504318, 103.87270685333333]",4,9
8792,Jeju Kitchen,Jeju Kitchen - Nex,['Korean'],1.3503085411979612,103.87310590054926,"{'open': True, 'displayedHours': '11:30-21:00', 'sun': '11:30-21:00', 'mon': '11:30-21:00', 'tue': '11:30-21:00', 'wed': '11:30-21:00', 'thu': '11:30-21:00', 'fri': '11:30-21:00', 'sat': '11:30-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYXVGVCJG25HE6/hero/7efb9ab55a17480c9b1d5d7d7a1b8c6e_1615524109833067008.jpeg,4.2,"[1.3503085411979612, 103.87310590054926]",4,9
8795,Famous Amos,Famous Amos - Nex [#03-K5/K6],"['Mart', 'Snacks', 'Dessert']",1.3505552,103.8725307,"{'open': True, 'displayedHours': '10:30-21:30', 'sun': '10:00-21:30', 'mon': '10:00-22:00', 'tue': '10:00-21:30', 'wed': '10:00-21:30', 'thu': '10:00-21:30', 'fri': '10:30-21:30', 'sat': '10:30-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMWWBDFGB23ET/hero/3c90adb3cc8e44158b299b202114f8cf_1619234177779730006.jpeg,4.7,"[1.3505552, 103.8725307]",4,9
8804,Ritz Apple Strudel,Ritz Apple Strudel - NEX MALL [#03-K09],"['Mart', 'Western', 'Snacks', 'Dessert', 'Bakery']",1.350591,103.8725336,"{'open': True, 'displayedHours': '10:15-21:45', 'sun': '10:15-21:45', 'mon': '10:15-21:45', 'tue': '10:15-21:45', 'wed': '10:15-21:45', 'thu': '10:15-21:45', 'fri': '10:15-21:45', 'sat': '10:15-21:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06656/hero/56ad01007f6646628edaf83be7b22f03_1581563897603563438.jpeg,4.7,"[1.350591, 103.8725336]",4,9
8808,Putien,Putien - Nex,"['Asian', 'Noodles', 'Dessert']",1.3505571,103.87265360304949,"{'open': True, 'displayedHours': '11:00-20:30', 'sun': '11:00-20:30', 'mon': '11:00-20:30', 'tue': '11:00-20:30', 'wed': '11:00-20:30', 'thu': '11:00-20:30', 'fri': '11:00-20:30', 'sat': '11:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYNKN8BTWBTCTA/hero/4a5cd9c89d4d48dc96916fb312858ae5_1617085855354015236.jpg,4.5,"[1.3505571, 103.87265360304949]",4,9
8835,Mix & Match Malls (Food) - Serangoon,Mix & Match Malls (Food) - Serangoon,"['Thai', 'Japanese', 'Wings', 'Western', 'Bubble Tea']",1.3505419941864432,103.8727469075315,"{'open': True, 'displayedHours': '10:00-21:45', 'sun': '10:00-21:45', 'mon': '10:00-21:45', 'tue': '10:00-21:45', 'wed': '10:00-21:45', 'thu': '10:00-21:45', 'fri': '10:00-21:45', 'sat': '10:00-21:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DHLA51LX3XLE/hero/c3aaa8e51a2148b78388ee79639789b4_1606749009012326156.jpeg,4.4,"[1.3505419941864432, 103.8727469075315]",4,9
8844,Xpressflower.com,Xpressflower - Nex [#03-04],"['Local', 'Mart', 'Flowers', 'Islandwide Delivery']",1.350611,103.8725974,"{'open': True, 'displayedHours': '10:30-21:30', 'sun': '10:30-21:30', 'mon': '10:30-21:30', 'tue': '10:30-21:30', 'wed': '10:30-21:30', 'thu': '10:30-21:30', 'fri': '10:30-21:30', 'sat': '10:30-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZATRPB3PFCWLA/hero/e6d6e56d926d47aeabee5a7f85f503e0_1581317331609607906.jpeg,4.8,"[1.350611, 103.8725974]",4,9
8850,Shokutsu Ten,Shokutsu Ten - NEX,"['Japanese', 'Noodles', 'Soup']",1.3508449,103.87200293145304,"{'open': True, 'displayedHours': '11:30-21:30', 'sun': '11:30-21:30', 'mon': '11:30-21:30', 'tue': '11:30-21:30', 'wed': '11:30-21:30', 'thu': '11:30-21:30', 'fri': '11:30-21:30', 'sat': '11:30-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2C1TGCELGJ1E2/hero/7a48f1a529374656a6411b04e8abc00f_1605781844681470737.jpg,3.9,"[1.3508449, 103.87200293145304]",4,9
