name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
Wingstop,Wingstop - Bedok Mall,"['Halal', 'Chicken', 'Fast Food', 'Burger', 'Western']",1.324602127075195,103.9296687,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07543/hero/f78580fefdc14fff939ee0c7236716c1_1589179356749497321.jpeg,4.5,"[1.324602127075195, 103.9296687]",3,11
PastaMania,PastaMania - ESR Bizpark @ Chai Chee,"['Halal', 'Italian', 'Same Prices In-Store', 'Pasta']",1.3234393,103.92205916923922,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EVGKCYJ7UEWA/hero/d0c6c7e223814ddaa8c3a6025eb4a7d3_1610170103286881222.jpeg,4.4,"[1.3234393, 103.92205916923922]",3,11
Indian Curry House,Indian Curry House - Siglap [Islandwide Delivery],"['Indian', 'Islandwide Delivery']",1.31302263,103.9263933,"{'open': True, 'displayedHours': '11:00-22:30', 'sun': '11:00-22:30', 'mon': '11:30-14:30 18:00-22:30', 'tue': '11:30-14:30 18:00-22:30', 'wed': '11:30-14:30 18:00-22:30', 'thu': '11:30-14:30 18:00-22:30', 'fri': '11:30-14:30 18:00-22:30', 'sat': '11:00-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD05213/hero/a1ce9f410149c6d95683bc53dbf32f80,4.2,"[1.31302263, 103.9263933]",3,11
LiHO Tea,LiHO Tea - Bedok Mall,"['Beverages', 'Local', 'Bubble Tea', 'Same Prices In-Store']",1.3245023333333332,103.92937994003294,"{'open': True, 'displayedHours': '10:30-22:15', 'sun': '11:00-22:15', 'mon': '11:00-22:15', 'tue': '11:00-22:15', 'wed': '11:00-22:15', 'thu': '11:00-22:15', 'fri': '11:00-22:15', 'sat': '11:00-22:15'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD05626/hero/77cefff825a843d9a3901b8238a0d48c_1621404103690515597.jpeg,4.5,"[1.3245023333333332, 103.92937994003294]",3,11
Thow Yen Seafood,Thow Yen Seafood - East Coast Road,"['Chinese', 'Seafood', 'Asian', 'Noodles']",1.31251087130841,103.92535932657536,"{'open': True, 'displayedHours': '12:00-22:00', 'sun': '12:00-22:00', 'mon': '12:00-22:00', 'tue': '12:00-22:00', 'wed': '12:00-22:00', 'thu': '12:00-22:00', 'fri': '12:00-22:00', 'sat': '12:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD07771/hero/upload-photo-Hero_Photo_2123384cb9bd441e98cc27adfb61975c_1556365125733905371.jpeg,4.2,"[1.31251087130841, 103.92535932657536]",3,11
Yole,Yole - Bedok Mall #01-40,"['Ice Cream', 'Yogurt', 'Snacks', 'Dessert', 'Mart']",1.3244789355229472,103.92945213656742,"{'open': True, 'displayedHours': '11:00-22:00', 'sun': '11:00-22:00', 'mon': '11:00-22:00', 'tue': '11:00-22:00', 'wed': '11:00-22:00', 'thu': '11:00-22:00', 'fri': '11:00-22:00', 'sat': '11:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYVGMB2VTATZLT/hero/37d3e1fd54e04459b0f5d87ef0585f73_1613618826507263579.jpeg,4.6,"[1.3244789355229472, 103.92945213656742]",3,11
Kow Loon,Kow Loon -  Chai Chee,"['Chinese', 'Asian', 'Noodles']",1.3251021035814408,103.92551297121862,"{'open': True, 'displayedHours': '09:00-19:30', 'sun': '09:00-19:30', 'mon': '09:00-19:30', 'tue': '08:30-19:30', 'wed': '09:00-19:30', 'thu': '09:00-19:30', 'fri': '09:00-19:30', 'sat': '09:00-19:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06572/hero/Kow_Loon_Hero_960X540.jpg,4.1,"[1.3251021035814408, 103.92551297121862]",3,11
Cedele,Cedele - Frankel Ave,"['Groceries', 'Mart', 'Cakes & Bakeries', 'Healthy Food', 'Dessert']",1.31424,103.91953,"{'open': True, 'displayedHours': '08:00-19:30', 'sun': '08:00-19:30', 'mon': '08:00-19:30', 'tue': '08:00-19:30', 'wed': '08:00-19:30', 'thu': '08:00-19:30', 'fri': '08:00-19:30', 'sat': '08:00-19:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UAUGDZAUUWRJ/hero/6ea1cd070bf34f35855bc2c7e0e14dfc_1622714382317078255.jpeg,5.0,"[1.31424, 103.91953]",3,11
Country Florist,Country Florist - Siglap Centre [Islandwide Delivery],"['Flowers', 'Gifts', 'Mart']",1.312857577016058,103.92324907267458,"{'open': True, 'displayedHours': '10:00-19:00', 'sun': 'Closed', 'mon': '10:00-19:00', 'tue': '10:00-19:00', 'wed': '10:00-19:00', 'thu': '10:00-19:00', 'fri': '10:00-18:30', 'sat': '10:00-19:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZN1CPVUE6TBTA/hero/3005f698c4d94d979dbd6ca4f25f3308_1599719352690626089.jpeg,4.9,"[1.312857577016058, 103.92324907267458]",3,11
Biryani Bae,Biryani Bae - Upper East Coast Road,"['Local', 'Asian', 'Indian']",1.3138505,103.9317803,"{'open': True, 'displayedHours': '11:30-14:30 17:30-22:00', 'sun': '11:30-14:30 17:30-22:00', 'mon': '11:30-14:30 17:30-22:00', 'tue': '11:30-14:30 17:30-22:00', 'wed': '11:30-14:30 17:30-22:00', 'thu': '11:30-14:30 17:30-22:00', 'fri': '11:30-14:30 17:30-22:00', 'sat': '11:30-14:30 17:30-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLGVPXUFAWWCA/hero/8cb56e14a6dd426ca650fe606ad961c7_1594695609381372147.jpeg,3.3,"[1.3138505, 103.9317803]",3,11
Aisama Ideal Shopping,Aisama Ideal Shopping - Chai Chee Road,"['Mart', 'Beverages', 'Snack']",1.3259098,103.9219879,"{'open': True, 'displayedHours': '08:30-21:15', 'sun': '08:30-21:00', 'mon': '08:30-21:00', 'tue': '09:30-21:00', 'wed': '08:20-21:00', 'thu': '08:30-21:00', 'fri': '08:30-13:05', 'sat': '08:30-21:15'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZN1EXJ2EACGCJ/hero/bc5750630157479fba70ab55391ebc9e_1599733852968520705.jpeg,4.7,"[1.3259098, 103.9219879]",3,11
