Unnamed: 0,name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
4403,Marliyen_Arts,Marliyen_Arts - Marsiling Cresent [Islandwide Delivery],['Gifts'],1.4469979818306349,103.77269798357553,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LFN8LCAXM1CT/hero/39b6fbfbe6544d1b801122a41f7e25eb_1614997867311733752.jpeg,3.7,"[1.4469979818306349, 103.77269798357553]",8,5
4527,Hong Ji Claypot Herbal Bak Kut Teh,Hong Ji Claypot Herbal Bak Kut Teh - Marsiling Lane[Islandwide Delivery],"['Chinese', 'Asian']",1.4426703494598991,103.77701753333332,"{'open': True, 'displayedHours': '09:00-21:00', 'sun': '09:00-21:00', 'mon': '08:26-20:30', 'tue': '08:30-20:30', 'wed': '08:30-20:30', 'thu': '08:30-20:30', 'fri': '08:30-20:30', 'sat': '09:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11729/hero/6f8a977d835b413c9cc47aebad4ea351_1561696148155358094.jpeg,4.3,"[1.4426703494598991, 103.77701753333332]",8,5
14326,Hong Yun Cooked Food,Hong Yun Cooked Food - Marsiling Lane,"['Asian', 'Chinese', 'Malaysian', 'Snack']",1.44391,103.77718,"{'open': True, 'displayedHours': '05:00-11:00', 'sun': '05:00-11:00', 'mon': 'Closed', 'tue': '05:00-12:00', 'wed': '05:00-12:00', 'thu': '05:00-12:00', 'fri': '05:00-12:00', 'sat': '05:00-12:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3JBMGGNJUAT/hero/50d77bfaf6a14739a13729e96a5283e3_1621940566436869188.jpg,,"[1.44391, 103.77718]",8,5
14434,Wu Ji Hokkien Mee,Wu Ji Hokkien Mee - Marsiling Crescent,"['Local', 'Noodles']",1.445995895718042,103.77360958802802,"{'displayedHours': 'Closed', 'sun': '08:30-23:00', 'mon': '08:30-23:20', 'tue': '08:30-23:20', 'wed': '08:30-23:20', 'thu': '08:30-23:20', 'fri': '08:30-23:00', 'sat': '08:30-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMWFCADVVD1RN/hero/ce45c0af25af4ade916876de773bfc29_1563251135782356735.jpeg,3.9,"[1.445995895718042, 103.77360958802802]",8,5
14448,An-Nur Shenton Way Famous,An-Nur Shenton Way Famous - Marsiling Lane,"['Indian', 'Western', 'Local']",1.4438814720477875,103.7775069526148,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08978/hero/a3c1ae0494224ee4ab3760e994c55e93_1568191685458728363.jpeg,4.1,"[1.4438814720477875, 103.7775069526148]",8,5
14517,169 May Fish Soup,169 May Fish Soup - Marsiling Lane [Stall 1],"['Local', 'Seafood', 'Noodles']",1.443628320597758,103.776999,"{'displayedHours': 'Closed', 'sun': '07:00-14:00', 'mon': '07:00-14:00 17:15-20:00', 'tue': '07:00-14:00 17:15-20:00', 'wed': '07:00-14:00 17:15-20:00', 'thu': '07:00-14:00 17:15-20:00', 'fri': 'Closed', 'sat': 'Closed'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEUTEK2FMA/hero/f541506438b9463d819eac1f1b48bd0a_1570675146082207615.jpeg,4.2,"[1.443628320597758, 103.776999]",8,5
14520,Yassin Kampung Seafood,Yassin Kampung Seafood - Marsiling,"['Seafood', 'Halal', 'Local', 'Chinese', 'Chicken']",1.4463343472922645,103.77376528342978,"{'displayedHours': 'Closed', 'sun': '10:00-22:30', 'mon': '10:00-22:30', 'tue': '10:00-22:30', 'wed': '10:00-22:30', 'thu': '10:00-22:30', 'fri': '10:00-22:30', 'sat': '10:00-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD05718/hero/44c404c3f59d4bd78970ec00033bff9f_1595419753490774084.jpeg,4.5,"[1.4463343472922645, 103.77376528342978]",8,5
14554,Ter's Teochew Fishball & Minced Meat Noodles,Ter's Teochew Fishball & Minced Meat Noodles - Marsiling Lane [Stall 11],"['Chinese', 'Noodles', 'Seafood', 'Meat']",1.4433196459097375,103.7769427,"{'displayedHours': 'Closed', 'sun': '06:00-13:00', 'mon': 'Closed', 'tue': 'Closed', 'wed': '06:00-13:00', 'thu': '06:00-13:00', 'fri': '06:00-13:00', 'sat': '06:00-13:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY2WA62TE2ETWE/hero/93f70b1ae3424ecf866b1e2629d3e97c_1571307314577488079.jpg,3.9,"[1.4433196459097375, 103.7769427]",8,5
14555,Marsiling Lane Food Centre,Marsiling Lane Food Centre,"['Local', 'Chinese', 'Seafood']",1.443628320597758,103.776999,"{'displayedHours': 'Closed', 'sun': '07:00-14:00', 'mon': '08:30-14:00 17:15-20:00', 'tue': '08:30-14:00 17:15-20:00', 'wed': '07:00-14:00 17:15-20:00', 'thu': '07:00-14:00 17:15-20:00', 'fri': '08:30-13:00', 'sat': '08:30-13:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MZVUE3T2X1FA/hero/2bc0fd6d1395466b94207cfb69666950_1617705501709374072.jpg,,"[1.443628320597758, 103.776999]",8,5
14914,Ong Kee Seafood Restaurant,Ong Kee Seafood Restaurant - Marsiling Crescent,"['Chinese', 'Seafood']",1.4458705,103.7735467,"{'displayedHours': 'Closed', 'sun': '14:30-23:45', 'mon': 'Closed', 'tue': '14:30-23:45', 'wed': '14:30-23:45', 'thu': '14:30-23:45', 'fri': '14:30-23:45', 'sat': '14:30-23:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11634/hero/de9df55ce7ff4abdb50e9564c4df5e35_1592012651118680978.jpeg,4.3,"[1.4458705, 103.7735467]",8,5
