name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
Mtm Skincare,Mtm Skincare - Link@Amk ,"['Health & Wellness', 'Islandwide Delivery', 'Mart', 'Healthy']",1.385441646,103.8455858,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '09:00-18:00', 'tue': '09:00-18:00', 'wed': '09:00-18:00', 'thu': '09:00-18:00', 'fri': '09:00-18:00', 'sat': 'Closed'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JGWF31CUEHME/hero/caf1092520f040ad87b8388f919fc72a_1614332478613121259.png,0.0,"[1.385441646, 103.8455858]",5,8
Ok Chicken Rice,Ok Chicken Rice - Ang Mo Kio Ave 8 [Islandwide Delivery],"['Chinese', 'Local', 'Halal']",1.3725659741898983,103.84790058,"{'open': True, 'displayedHours': '10:00-21:00', 'sun': '10:00-21:00', 'mon': '10:00-21:00', 'tue': '10:00-21:00', 'wed': '10:00-21:00', 'thu': '10:00-21:00', 'fri': '10:00-21:00', 'sat': '10:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11512/hero/057c2451681a486f85ef94446dabf7fa_1585809207372689859.jpeg,4.5,"[1.3725659741898983, 103.84790058]",5,8
Takagi Ramen,Takagi Ramen -  AMK ,"['Bubble Tea', 'Japanese', 'Asian', 'Noodles']",1.369431731136387,103.84733119730818,"{'open': True, 'displayedHours': '10:00-22:00', 'sun': '10:00-22:00', 'mon': '10:00-22:00', 'tue': '10:00-22:00', 'wed': '10:00-22:00', 'thu': '10:00-22:00', 'fri': '10:00-22:00', 'sat': '10:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZC1A7XBWF4DBE/hero/cfb6bd042adc46f2ba363e5cacb98348_1621311553864614933.jpeg,3.8,"[1.369431731136387, 103.84733119730818]",5,8
JP Food Menu,JP Food Menu - Ang Mo Kio Ave 8 [Islandwide Delivery],"['Chinese', 'Local', 'Malaysian', 'Singaporean']",1.37275824,103.84832075,"{'open': True, 'displayedHours': '09:30-21:30', 'sun': '09:00-21:30', 'mon': 'Closed', 'tue': '09:30-21:30', 'wed': '09:30-21:30', 'thu': '09:30-21:30', 'fri': '09:30-21:30', 'sat': '09:30-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DETBCGT4BEJ6/hero/56bddbd4a1834585b845f528df5bfd9c_1609934406030059898.jpeg,2.0,"[1.37275824, 103.84832075]",5,8
Asam Tree Cafe,Asam Tree Cafe - Ang Mo Kio [Islandwide Delivery],['Asian'],1.3716287666666669,103.8470217,"{'open': True, 'displayedHours': '09:30-20:00', 'sun': '09:30-20:00', 'mon': '09:30-20:00', 'tue': '09:30-20:00', 'wed': '09:30-20:00', 'thu': '09:30-20:00', 'fri': '09:30-20:00', 'sat': '09:30-20:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09525/hero/upload-photo-Hero_Photo_3dc2d37912194012914c0f56900fd8d7_1555921683083393628.jpeg,4.3,"[1.3716287666666669, 103.8470217]",5,8
Nagara Thai,Nagara Thai - Cheng San Centre [Islandwide Delivery],"['Thai', 'Chicken']",1.3730594799754758,103.8556386,"{'displayedHours': 'Closed', 'sun': '12:00-15:00 17:30-21:45', 'mon': '12:00-15:00 17:30-21:45', 'tue': '12:00-15:00 17:30-21:45', 'wed': '12:00-15:00 17:30-21:45', 'thu': '12:00-15:00 17:30-21:45', 'fri': '12:00-15:00 17:30-21:45', 'sat': '12:00-15:00 17:30-21:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWYTXKCC26EWA/hero/5f83cd109d8747ed8ae1c488f57dddf3_1608877101291452410.jpeg,4.0,"[1.3730594799754758, 103.8556386]",5,8
Cheong Fan Paradise,Cheong Fan Paradise - Ang Mo Kio Industrial Park 2 [Islandwide Delivery],"['Asian', 'Dim Sum', 'Local', 'Porridge']",1.37086837919998,103.863513050878,"{'displayedHours': 'Closed', 'sun': '07:30-15:30', 'mon': 'Closed', 'tue': '07:30-15:30', 'wed': '07:30-15:30', 'thu': '07:30-15:30', 'fri': '07:30-15:30', 'sat': '07:30-15:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NZVTCKLA4YLT/hero/05655cc2f19b4792ba7c1253006219ee_1619694049633294324.jpg,5.0,"[1.37086837919998, 103.863513050878]",5,8
527 Fried Carrot Cake,527 Fried Carrot Cake - Cheng San Centre [Islandwide Delivery],"['Local', 'Chinese', 'Asian']",1.3726106,103.85465833333336,"{'displayedHours': 'Closed', 'sun': '06:00-13:15', 'mon': 'Closed', 'tue': 'Closed', 'wed': '06:00-12:15', 'thu': '06:00-12:15', 'fri': '06:00-12:15', 'sat': '06:00-13:15'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCYR36CA4LZA2/hero/7f53855e25fe4166a4253d0e0717f7cd_1592298481363393731.jpeg,4.4,"[1.3726106, 103.85465833333336]",5,8
Booze Infusion Alcohol Delivery,Booze Infusion Alcohol Delivery - Ang Mo Kio Ave 1,"['Local', 'Alcohol', 'Islandwide Delivery', 'Mart']",1.36584061,103.8453573,"{'open': True, 'displayedHours': '00:00-03:30 10:00-23:59', 'sun': '00:00-03:30 10:00-23:59', 'mon': '00:00-03:30 09:30-23:59', 'tue': '00:00-03:30 09:30-23:59', 'wed': '00:00-03:30 09:30-23:59', 'thu': '00:00-03:30 09:30-23:59', 'fri': '00:00-03:30 09:30-23:59', 'sat': '00:00-03:30 10:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BBE6BJRVEHTT/hero/5602b12f8b90460993f9228e2c91f81b_1602127081450006392.jpeg,4.7,"[1.36584061, 103.8453573]",5,8
Xing Fu Tang,Xing Fu Tang - Ang Mo Kio,"['Bubble Tea', 'Snack', 'Pastries', 'Beverages', 'Chinese']",1.3697510225853762,103.8495014495183,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZE1UBVZTCE3EJ/hero/c470e06b944c4403b976d93928f391a7_1617213244612619876.jpeg,4.6,"[1.3697510225853762, 103.8495014495183]",5,8
Mr Teh Tarik Seafood & Bbq,Mr Teh Tarik Seafood & Bbq - Ang Mo Kio Ave 6 [Islandwide Delivery],"['Local', 'Seafood', 'Halal', 'Islandwide Delivery']",1.3721555159636123,103.84579308199936,"{'open': True, 'displayedHours': '11:05-22:30', 'sun': '11:05-22:30', 'mon': '11:05-22:30', 'tue': '11:05-22:30', 'wed': '11:05-22:30', 'thu': '11:05-22:30', 'fri': '11:05-22:30', 'sat': '11:05-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWJA6AKN62TKA/hero/a98d7d5be70e437b836f31ff2fc96ec4_1568794558744199926.jpeg,4.2,"[1.3721555159636123, 103.84579308199936]",5,8
Good Taste Restaurant,Good Taste Restaurant - Ang Mo Kio Ave 6[Islandwide Delivery],"['Chinese', 'Islandwide Delivery']",1.372049,103.8473909,"{'open': True, 'displayedHours': '00:00-02:30 10:29-23:59', 'sun': '00:00-02:30 10:29-23:59', 'mon': '00:00-02:30 10:29-23:59', 'tue': '00:00-02:30 10:29-23:59', 'wed': '00:00-02:30 10:29-23:59', 'thu': '00:00-02:30 10:29-23:59', 'fri': '00:00-02:30 10:29-23:59', 'sat': '00:00-02:30 10:29-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06979/hero/2dfed07db45b4b4d82ef0c9771fab48a_1557979537304519071.jpeg,4.0,"[1.372049, 103.8473909]",5,8
Nature Park Seafood,Nature Park Seafood - Ang Mo Kio Ave 1,"['Local', 'Asian', 'Malaysian']",1.3667562,103.8395383,"{'open': True, 'displayedHours': '11:30-22:30', 'sun': '11:30-22:30', 'mon': '11:30-22:30', 'tue': '11:30-22:30', 'wed': '11:30-22:30', 'thu': '11:30-22:30', 'fri': '11:30-22:30', 'sat': '11:30-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZD1VYECRU2KMA/hero/8d3beab0792c458ab393c55001558b9f_1587979801247130719.jpeg,4.1,"[1.3667562, 103.8395383]",5,8
133 Seafood Kitchen,133 Seafood Kitchen - Kebun Baru Spring,"['Asian', 'Chinese', 'Local', 'Noodles', 'Seafood']",1.37114,103.84265,"{'open': True, 'displayedHours': '12:30-22:00', 'sun': '12:30-22:00', 'mon': '12:30-22:00', 'tue': '12:30-22:00', 'wed': '12:30-22:00', 'thu': '12:30-22:00', 'fri': '12:30-22:00', 'sat': '12:30-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2M2RCLDRTDFNX/hero/79335e46de9e4cc38a8bfed1866ffc8c_1619750619415157316.jpeg,5.0,"[1.37114, 103.84265]",5,8
Hong Kong Street Chun Tat Kee,Hong Kong Street Chun Tat Kee - Teck Ghee Court,['Local'],1.3644601,103.84900222819805,"{'open': True, 'displayedHours': '10:50-13:40 16:30-22:30', 'sun': '10:50-13:40 16:30-22:30', 'mon': '10:50-13:40 16:30-22:30', 'tue': '10:50-13:40 16:30-22:30', 'wed': '10:50-13:40 16:30-22:30', 'thu': '10:50-13:40 16:30-22:30', 'fri': '10:50-13:40 16:30-22:30', 'sat': '10:50-13:40 16:30-22:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYTBSEJZLT3GNJ/hero/78cf3cb1078142f49bc48a0bd5c2be0f_1592280249702185699.jpeg,4.4,"[1.3644601, 103.84900222819805]",5,8
