Unnamed: 0,name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
7448,One Stop Mini,One Stop Mini-Mart - Pasir Ris Street 11 [Islandwide Delivery],"['Personal Care', 'Convenience Store/Minimart', 'Groceries', 'Beverages', 'Snacks']",1.36473215,103.9578882,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEKERKVDA4XJN/hero/9ee2400952ab4fa881e17a96fe50d724_1611549800895984914.jpg,4.6,"[1.36473215, 103.9578882]",5,12
7464,Raw Market Convenience Store,Raw Market Convenience Store - Seastrand,"['Convenience', 'Groceries', 'Snack', 'Mart']",1.3752796,103.961077,"{'open': True, 'displayedHours': '09:15-21:00', 'sun': '09:15-21:00', 'mon': '09:15-21:00', 'tue': '09:15-21:00', 'wed': '09:15-21:00', 'thu': '09:15-21:00', 'fri': '09:15-21:00', 'sat': '09:15-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NYEGNGT63YC2/hero/76b26d5bfdff4180a4dc188e1ed64925_1619602823857724641.jpeg,,"[1.3752796, 103.961077]",5,12
7470,Like Pudding,Like Pudding - Pasir Ris Central Hawker Centre [Islandwide Delivery],"['Dessert', 'Chinese', 'Local']",1.373529275,103.951763201335,"{'open': True, 'displayedHours': '12:00-20:30', 'sun': '12:00-20:30', 'mon': 'Closed', 'tue': 'Closed', 'wed': '12:00-20:30', 'thu': '12:00-20:30', 'fri': '12:00-20:30', 'sat': '12:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLXTCJENNUAKE/hero/afee81d2823e43bb9fe0e3d6a10ea9f7_1595480907940681083.jpg,4.4,"[1.373529275, 103.951763201335]",5,12
7474,Cathay Cineplexes,Cathay Cineplexes - Downtown East,"['Snacks', 'Mart', 'Convenience']",1.375996475,103.9557526,"{'open': True, 'displayedHours': '13:00-20:30', 'sun': '13:00-20:30', 'mon': '13:00-20:30', 'tue': '13:00-20:30', 'wed': '13:00-20:30', 'thu': '13:00-20:30', 'fri': '13:00-20:30', 'sat': '13:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZN2ACDJCPJBC6/hero/4bee440534dd4f2aa7bc95f78259fce0_1599867909478418150.jpeg,3.8,"[1.375996475, 103.9557526]",5,12
7824,Heng’s Family Mini Mart,Heng's Family Mini Mart - Pasir Ris Street 51,"['Specialty Grocery', 'Grocery Supermarket', 'Groceries', 'Beverages', 'Snacks']",1.369264975330069,103.9494013,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEXJXCCDBTDV2/hero/cc4463df12cc4b568cbbb8ab08ea1f13_1589451182658215040.jpeg,4.5,"[1.369264975330069, 103.9494013]",5,12
7827,Central Thai Kitchen,Central Thai Kitchen - Whitesands Shopping Mall #03-06 [Islandwide Delivery],"['Halal', 'Seafood', 'Thai']",1.3724041,103.94973623333334,"{'open': True, 'displayedHours': '11:15-20:45', 'sun': '11:15-20:45', 'mon': '11:15-20:45', 'tue': '11:15-20:45', 'wed': '11:15-20:45', 'thu': '11:15-20:45', 'fri': '11:15-20:45', 'sat': '11:15-20:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09573/hero/Green-Curry-Chicken.jpg,4.2,"[1.3724041, 103.94973623333334]",5,12
7830,Rice & Box Tenderfresh,Rice & Box Tenderfresh - White Sands [Islandwide Delivery],"['Western', 'Pasta', 'Seafood', 'Halal', 'Islandwide Delivery']",1.37243885,103.94969513448277,"{'open': True, 'displayedHours': '09:00-22:00', 'sun': '09:00-22:00', 'mon': '09:00-22:00', 'tue': '09:00-22:00', 'wed': '09:00-22:00', 'thu': '09:00-22:00', 'fri': '09:00-22:00', 'sat': '09:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01019/hero/146eb74dfe627136f5d7f5a2d9ef385c-w550-80.jpg,4.3,"[1.37243885, 103.94969513448277]",5,12
7832,The Banana Leaf Apolo,The Banana Leaf Apolo - E!Avenue @ Downtown East [Islandwide Delivery],"['Indian', 'Islandwide Delivery']",1.3756151540628707,103.9550546,"{'open': True, 'displayedHours': '11:30-22:00', 'sun': '11:30-22:00', 'mon': '11:30-22:00', 'tue': '11:30-22:00', 'wed': '11:30-22:00', 'thu': '11:30-22:00', 'fri': '11:30-22:00', 'sat': '11:30-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08828/hero/9053657fd9b14d069dea5fafae43de05_1579764186780002669.jpeg,4.1,"[1.3756151540628707, 103.9550546]",5,12
7835,Magic Wok,Magic Wok - E!Hub@Downtown East [Islandwide Delivery],"['Halal', 'Chinese', 'Local', 'Islandwide Delivery']",1.3759662924661598,103.9557765969206,"{'open': True, 'displayedHours': '11:00-21:30', 'sun': '11:00-21:30', 'mon': '11:00-21:30', 'tue': '11:00-21:30', 'wed': '11:00-21:30', 'thu': '11:00-21:30', 'fri': '11:00-21:30', 'sat': '11:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00771/hero/MagicWok_Hero_16x9.jpg,4.2,"[1.3759662924661598, 103.9557765969206]",5,12
7837,Candy House,Candy House - E!Hub Downtown East,"['Mart', 'Local', 'Snacks', 'Dessert']",1.376711338755129,103.95535665946568,"{'open': True, 'displayedHours': '11:00-20:30', 'sun': '11:00-20:30', 'mon': '11:00-20:30', 'tue': '11:00-20:30', 'wed': '11:00-20:30', 'thu': '12:00-20:30', 'fri': '11:00-20:30', 'sat': '11:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD11621/hero/CandyHouse_Hero_16x9.jpg,5.0,"[1.376711338755129, 103.95535665946568]",5,12
7839,Don Don DonKi,Don Don Donki - E!Hub@Downtown East [Islandwide Delivery],"['Mart', 'Groceries']",1.377261076628557,103.9547788093788,"{'open': True, 'displayedHours': '11:00-20:00', 'sun': '11:00-20:00', 'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NBWAVHMF2JRT/hero/4f6dae37e4db4239aeafb6c68edb97b3_1618201987466668875.jpeg,4.3,"[1.377261076628557, 103.9547788093788]",5,12
