name,address,cuisine,lat,lon,opening_hours,image_url,rating,coordinates,square_i,square_j
Pearl's Court - Zi Char,Pearl's Court - Benoi Place,"['Seafood', 'Local', 'Chinese']",1.3133173780278895,103.67940215565808,"{'open': True, 'displayedHours': '11:00-17:00', 'sun': '11:00-17:00', 'mon': '11:00-19:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': '11:00-17:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD02431/hero/upload-photo-Hero_Photo_c4aba1d092c54f78b29684827d50e24c_1555989476779375075.jpeg,4.1,"[1.3133173780278895, 103.67940215565808]",3,2
Nandhana's,Nandhana's - Fairprice Hub ,"['Asian', 'Indian', 'Noodles']",1.325456711,103.6787702,"{'open': True, 'displayedHours': '07:00-21:30', 'sun': '07:00-21:30', 'mon': '07:00-21:30', 'tue': '07:00-21:30', 'wed': '07:00-21:30', 'thu': '07:00-21:30', 'fri': '07:00-21:30', 'sat': '07:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZMAVRDUR8MYWE/hero/09d3e20c9bea49ce8f83f951dbc73d20_1601340464246131835.jpeg,4.0,"[1.325456711, 103.6787702]",3,2
San Seng,San Seng - Pioneer Crescent,"['Mart', 'Convenience', 'Home and Hardware']",1.3143204,103.6944905,"{'displayedHours': 'Closed', 'sun': '08:30-13:00', 'mon': '08:30-17:30', 'tue': '08:30-17:30', 'wed': '08:30-17:30', 'thu': '08:30-17:30', 'fri': '08:30-17:30', 'sat': '08:30-13:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJTT3BDUCBAGT/hero/d81308cdd8494e21b2cd8c21f13434f5_1611549817619472075.jpg,0.0,"[1.3143204, 103.6944905]",3,2
Boxgreen x Juicy,Boxgreen x Juicy - Kian Teck Road [Islandwide Delivery],"['Beverages', 'Snacks', 'Mart']",1.3287270516368632,103.68833426779982,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '09:00-17:00', 'tue': '09:00-17:00', 'wed': '09:00-17:00', 'thu': '09:00-17:00', 'fri': '09:00-17:00', 'sat': 'Closed'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JGV3WCLJE2N6/hero/35a42e8a1734409cb071d84ecbe68dfe_1610707386632882539.jpeg,0.0,"[1.3287270516368632, 103.68833426779982]",3,2
Frozendozen,Frozendozen - Ecotech-Sunview [Islandwide Delivery],"['Groceries', 'Mart', 'Chicken', 'Seafood', 'Islandwide Delivery']",1.31611035,103.6974996,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '11:00-18:00', 'tue': '11:00-19:00', 'wed': '11:00-19:00', 'thu': '11:00-19:00', 'fri': '11:00-19:00', 'sat': '11:00-17:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKYSB5HNLJHEJ/hero/4d14fc34f0be4e2b8cccd7aa8189391a_1593623253478653932.png,5.0,"[1.31611035, 103.6974996]",3,2
The Nurturing Co. Pte. Ltd.,The Nurturing Co. Pte. Ltd. - Bambooloo,['Mart'],1.3284351118991482,103.68834872669426,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '09:00-17:00', 'tue': '09:00-17:00', 'wed': '09:00-17:00', 'thu': '09:00-17:00', 'fri': 'Closed', 'sat': 'Closed', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2BUV6KZBFWYE6/hero/257e39b031d043f3af75a960962c0edd_1603245196208842205.jpeg,5.0,"[1.3284351118991482, 103.68834872669426]",3,2
JB Tai Pai Tong,JB Tai Pai Tong - West Connect,"['Asian', 'Chinese', 'Islandwide Delivery']",1.3132450000000002,103.70281449,"{'open': True, 'displayedHours': '10:30-20:30', 'sun': '10:30-20:30', 'mon': '10:30-20:30', 'tue': '10:30-20:30', 'wed': '10:30-20:30', 'thu': '10:30-20:30', 'fri': '10:30-20:30', 'sat': '10:30-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06669/hero/75r-24bits-100kb-07bc90eede41d2343ec2e743e3c2de7d99cb7069c6297211dfe52a779e19c2e8-5a45dbd5c7d543e099fe828d07d0fced_1564394217704702191.jpeg,4.3,"[1.3132450000000002, 103.70281449]",3,2
Lai Kee Dim Sum,Lai Kee Dim Sum - West Connect Building,"['Chinese', 'Dim Sum']",1.31325276,103.70288758857144,"{'open': True, 'displayedHours': '07:30-16:00', 'sun': 'Closed', 'mon': '08:00-16:00', 'tue': '08:00-16:00', 'wed': '08:00-16:00', 'thu': '08:00-16:00', 'fri': '08:00-16:00', 'sat': '07:30-16:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV2HF2GARMALN/hero/8058cd01643a4362a2928cfd41245fed_1566180526413170700.jpeg,4.4,"[1.31325276, 103.70288758857144]",3,2
De Shun,De Shun - West Connect Building,['Chinese'],1.31311279968673,103.702414411045,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '07:00-20:00', 'tue': '07:00-20:00', 'wed': '07:00-20:00', 'thu': '07:00-20:00', 'fri': '07:00-20:00', 'sat': '07:00-20:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3CXWZTUL1GA/hero/4df4ee8de1b8448680db1a4c3bede058_1621915276937483545.jpg,0.0,"[1.31311279968673, 103.702414411045]",3,2
Kim San Leng Drinks & Snacks,Kim San Leng Drinks & Snacks - Buroh Street,['Beverages'],1.31311279968673,103.702414411045,"{'open': True, 'displayedHours': '07:00-23:00', 'sun': '07:00-17:00', 'mon': '07:00-23:00', 'tue': '07:00-23:00', 'wed': '07:00-23:00', 'thu': '07:00-23:00', 'fri': '07:00-23:00', 'sat': '07:00-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T2GT5DCENANT/hero/b1c19b5a60e645f9afd494272cc726e3_1621857401538254623.jpeg,0.0,"[1.31311279968673, 103.702414411045]",3,2
Chap He Diam,Chap He Diam - Soon Lee Road [Islandwide Delivery],"['Alcohol', 'Mart', 'Islandwide Delivery']",1.3321935,103.6989469361526,"{'open': True, 'displayedHours': '10:00-23:00', 'sun': '10:00-22:00', 'mon': '10:00-22:00', 'tue': '10:00-22:00', 'wed': '10:00-22:00', 'thu': '10:00-22:00', 'fri': '10:00-23:59', 'sat': '10:00-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMJLB3JAFADC2/hero/737ccdc481bb4d7399cbd4478ed1b991_1560931430209418385.jpeg,4.8,"[1.3321935, 103.6989469361526]",3,2
Popeyes,Popeyes - Joo Koon,"['Chicken', 'Western', 'Halal', 'Fast Food']",1.3272069,103.67886289032518,"{'open': True, 'displayedHours': '11:00-20:45', 'sun': '11:00-20:45', 'mon': '11:00-20:45', 'tue': '11:00-20:45', 'wed': '11:00-20:45', 'thu': '11:00-20:45', 'fri': '11:00-20:45', 'sat': '11:00-20:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD01911/hero/1cd2f6fc84cc41f3bbbf40e7087665b3_1622512509664336474.jpeg,4.3,"[1.3272069, 103.67886289032518]",3,2
Han's,Han's - Fairprice Hub,"['Western', 'Fusion', 'Local']",1.327157225,103.67885672857142,"{'open': True, 'displayedHours': '09:00-21:30', 'sun': '08:30-21:30', 'mon': '08:00-21:30', 'tue': '08:00-21:30', 'wed': '08:00-21:30', 'thu': '08:00-21:30', 'fri': '08:00-21:30', 'sat': '09:00-21:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDFTY5TSCL3CT/hero/a98c35c332a347589d59c20ef3df3281_1591685353679181672.jpeg,4.4,"[1.327157225, 103.67885672857142]",3,2
Banyan Ayam Penyet,Banyan Ayam Penyet - Fairprice Hub,"['Asian', 'Islandwide Delivery']",1.3270785026197274,103.67883072699186,"{'displayedHours': 'Closed', 'sun': '08:00-19:30', 'mon': '08:00-18:30', 'tue': '08:00-18:30', 'wed': '08:00-18:30', 'thu': '08:00-18:30', 'fri': '08:00-18:30', 'sat': '08:00-18:30', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD00330/hero/upload-photo-Hero_Photo_2a49ca894bb741f29d424770f9ce3d90_1554952638081567973.jpeg,4.3,"[1.3270785026197274, 103.67883072699186]",3,2
Domino's,Domino's - Joo Koon,"['Western', 'Fast Food', 'Pizza', 'Halal', 'Chicken']",1.325456711,103.6787702,"{'open': True, 'displayedHours': '10:30-23:00', 'sun': '10:30-23:00', 'mon': '10:30-23:00', 'tue': '10:30-23:00', 'wed': '10:30-23:00', 'thu': '10:30-23:00', 'fri': '10:30-23:00', 'sat': '10:30-23:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD09614/hero/e2d22dd2a29f483f989694fbc6c8cbdd_1620730384946053346.jpg,4.3,"[1.325456711, 103.6787702]",3,2
KNS Restaurant,KNS Restaurant - Jurong West Street 93,"['Indian', 'Local', 'Noodles']",1.3351346,103.695754175,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD08129/hero/dd5656523be140d4a393882d2596c386_1597486699292224777.jpeg,3.9,"[1.3351346, 103.695754175]",3,2
McDonald's,McDonald's - Fairprice Hub,"['Chicken', 'Fast Food', 'Halal', 'Burger']",1.327233625849459,103.67888617515337,"{'open': True, 'displayedHours': '07:00-20:45', 'sun': '07:00-20:45', 'mon': '07:00-20:45', 'tue': '07:00-20:45', 'wed': '07:00-20:45', 'thu': '07:00-20:45', 'fri': '07:00-20:45', 'sat': '07:00-20:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD04947/hero/0f507f87250b4a4b94c8bfb4dd94ace2_1622082875450829192.jpeg,4.5,"[1.327233625849459, 103.67888617515337]",3,2
Jollibean,Jollibean - Fairprice Hub,"['Local', 'Healthy', 'Breakfast & Brunch', 'Snack']",1.327161,103.67880791567543,"{'displayedHours': 'Closed', 'sun': '12:00-15:30', 'mon': '11:00-15:30', 'tue': '11:00-15:30', 'wed': '10:00-15:30', 'thu': '10:00-15:30', 'fri': '10:00-15:30', 'sat': '10:00-15:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEJYAEKXJ2/hero/1b645fbf640341659e4d841a605a091c_1578631813451305786.jpeg,4.0,"[1.327161, 103.67880791567543]",3,2
Crave,Crave - Fairprice Hub,"['Chicken', 'Local', 'Nasi Lemak']",1.3271992,103.6788711,"{'open': True, 'displayedHours': '11:00-20:00', 'sun': '11:00-20:00', 'mon': '11:00-20:00', 'tue': '11:00-20:00', 'wed': '11:00-20:00', 'thu': '11:00-20:00', 'fri': '11:00-20:00', 'sat': '11:00-20:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZM3UFUZAXBKNN/hero/70bb37fa9d924e9b828c8b02a1541441_1597990433007855886.jpeg,4.4,"[1.3271992, 103.6788711]",3,2
Sushi Express,Sushi Express - Fairprice Hub,"['Japanese', 'Sushi', 'Asian', 'Healthy']",1.3272579954545456,103.67886775714284,"{'open': True, 'displayedHours': '11:30-20:00', 'sun': '11:30-20:00', 'mon': '11:30-20:00', 'tue': '11:30-20:00', 'wed': '11:30-20:00', 'thu': '11:30-20:00', 'fri': '11:30-20:00', 'sat': '11:30-20:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEL1L7WGWA/hero/92e9f1caaa6040138e39a8a4042a70c6_1572187168000692196.png,4.3,"[1.3272579954545456, 103.67886775714284]",3,2
Burger King,Burger King - Fairprice Hub,"['American', 'Burger', 'Halal']",1.327195337878788,103.67885786,"{'open': True, 'displayedHours': '08:15-10:45 11:00-21:45', 'sun': '08:15-11:45 12:00-21:45', 'mon': '07:15-10:45 11:00-21:45', 'tue': '07:15-10:45 11:00-21:45', 'wed': '07:15-10:45 11:00-21:45', 'thu': '07:15-11:45 11:45-21:45', 'fri': '07:15-11:00 11:00-21:45', 'sat': '08:15-10:45 11:00-21:45'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CY3TEGMJLJMFR6/hero/a6d3b098f9104c86ae988b883e73d9eb_1622520205837258947.jpeg,4.2,"[1.327195337878788, 103.67885786]",3,2
1983 Coffee & Toast,1983 Coffee & Toast - Fairprice Hub,"['Breakfast', 'Local', 'Halal', 'Beverages', 'Same Prices In-Store']",1.32713142,103.67880716250323,"{'open': True, 'displayedHours': '09:00-19:00', 'sun': '09:00-19:00', 'mon': '09:00-19:00', 'tue': '09:00-19:00', 'wed': '09:00-19:00', 'thu': '09:00-19:00', 'fri': '09:00-19:00', 'sat': '09:00-19:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZBHAY6HN7ATA2/hero/d882f68797b24aeab5ab1097f646006f_1582705791186541326.jpg,4.6,"[1.32713142, 103.67880716250323]",3,2
Zheng Wei Ren Sheng,Zheng Wei Ren Sheng - Pioneer Junction (MR3),['Chinese'],1.33348,103.69771,"{'displayedHours': 'Closed', 'sun': '11:30-21:30', 'mon': '11:30-21:30', 'tue': '11:30-21:30', 'wed': '11:30-21:30', 'thu': '11:30-21:30', 'fri': '11:30-21:30', 'sat': '11:30-21:30', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T1MBVDWA32AE/hero/9a5f9fa492664f4ab2a23a145b183a53_1621758644081739736.jpg,0.0,"[1.33348, 103.69771]",3,2
Cheers (FairPrice Xpress),Cheers (FairPrice Xpress) - Fairprice Hub,"['Mart', 'Groceries', 'Beverages', 'Convenience']",1.3272521666666668,103.67890302222224,"{'open': True, 'displayedHours': '07:00-22:00', 'sun': '07:00-22:00', 'mon': '07:00-22:00', 'tue': '07:00-22:00', 'wed': '07:00-22:00', 'thu': '07:00-22:00', 'fri': '07:00-22:00', 'sat': '07:00-22:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JDLJTEL3WUUA/hero/9f49ff8650674446828b5476c7d02359_1621875390398273642.jpg,5.0,"[1.3272521666666668, 103.67890302222224]",3,2
Dragon Seafood,Dragon Seafood - The Arena Country Club,"['Local', 'Seafood']",1.32981647,103.6807649,"{'displayedHours': 'Closed', 'sun': '11:30-14:00 17:30-21:00', 'mon': '11:30-14:00 17:30-21:00', 'tue': '11:30-14:00 17:30-21:00', 'wed': '11:30-14:00 17:30-21:00', 'thu': '11:30-14:00 17:30-21:00', 'fri': '11:30-14:00 17:30-21:00', 'sat': '11:30-14:00 17:30-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV2NPNZJETUCA/hero/1146fd99439146e0a33979abd5061c17_1571889070144101719.jpeg,4.2,"[1.32981647, 103.6807649]",3,2
The Buddha Bowl,The Buddha Bowl - d'Arena,"['Vegetarian', 'Asian', 'Vegan']",1.3296372,103.6826557,"{'open': True, 'displayedHours': '11:00-21:00', 'sun': '11:00-21:00', 'mon': '11:00-15:00', 'tue': '11:00-15:00', 'wed': '11:00-15:00', 'thu': '11:00-15:00 16:00-17:00', 'fri': '11:00-20:30', 'sat': '11:00-21:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLTMATJHEL2V6/hero/upload-photo-Hero_Photo_eab8fef266814191addfc96a9bb57e50_1556079221705302688.jpeg,4.6,"[1.3296372, 103.6826557]",3,2
Cheers @ Esso,Cheers @ Esso - Pioneer,['Mart'],1.313246,103.686997,"{'open': True, 'displayedHours': '00:00-23:59', 'sun': '00:00-23:59', 'mon': '00:00-23:59', 'tue': '00:00-23:59', 'wed': '00:00-23:59', 'thu': '00:00-23:59', 'fri': '00:00-23:59', 'sat': '00:00-23:59'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LCGNTUCTB3SE/hero/fb2203a7fbb94f9089c08183c090521c_1621875391128015298.jpg,5.0,"[1.313246, 103.686997]",3,2
Kindred Teas,Kindred Teas - Pioneer Junction,"['Tea', 'Mart', 'Groceries']",1.3335528000000003,103.69709559950536,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '09:30-18:00', 'tue': '09:30-18:00', 'wed': '09:30-18:00', 'thu': '09:30-18:00', 'fri': '09:30-18:00', 'sat': 'Closed', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZCKL65ZSAVYLN/hero/dbf41a19d8a74fe8b281808ece158a13_1615977959359279395.jpeg,0.0,"[1.3335528000000003, 103.69709559950536]",3,2
Xiang Wei Qing,Xiang Wei Qing - Pioneer Point,"['Chinese', 'Asian']",1.3333548565217392,103.6984302,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '11:00-16:30', 'tue': '11:00-16:30', 'wed': '11:00-16:30', 'thu': '11:00-16:30', 'fri': '11:00-16:30', 'sat': 'Closed'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYUCLYB1KFWCNE/hero/256f7901a48a4948adc3cd70e05df5d7_1562296454739260018.jpeg,3.9,"[1.3333548565217392, 103.6984302]",3,2
Hui Huang Roasted Delight,Hui Huang Roasted Delight - Pioneer Centre,"['Chinese', 'Asian']",1.33240848,103.69691971,"{'displayedHours': 'Closed', 'sun': 'Closed', 'mon': '08:00-18:00', 'tue': '08:00-18:00', 'wed': '08:00-18:00', 'thu': '08:00-18:00', 'fri': '08:00-18:00', 'sat': '08:00-16:00'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYMJLB3TJ8KCJA/hero/3dd1df40ff6349a892d6f054963499f6_1563169241657752304.jpeg,4.1,"[1.33240848, 103.69691971]",3,2
Tian En Vegetarian 天恩素食,Tian En Vegetarian 天恩素食 - Pioneer Point,"['Chinese', 'Vegetarian Friendly']",1.333371,103.699242,"{'displayedHours': 'Closed', 'sun': '08:00-14:00', 'mon': '08:00-14:00', 'tue': '08:00-14:00', 'wed': '08:00-14:00', 'thu': '08:00-14:00', 'fri': '08:00-14:00', 'sat': '08:00-14:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UGFBABFGBEC2/hero/1abe84e0aab7410aa11cd825b9c40fb8_1622628401494578071.jpg,0.0,"[1.333371, 103.699242]",3,2
Guang dong Ji HK Roasted Meat Noodles House,Guang dong Ji HK Roasted Meat Noodles House - Pioneer,"['Chinese', 'Chicken']",1.333367,103.69848876940743,"{'open': True, 'displayedHours': '10:00-20:30', 'sun': '10:00-20:30', 'mon': '10:00-20:30', 'tue': '10:00-20:30', 'wed': '10:00-20:30', 'thu': '10:00-20:30', 'fri': '10:00-20:30', 'sat': '10:00-20:30'}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD06651/hero/Guang_Dong_Ji_HK_Roasted_Meat_Noodles_House.jpg,3.7,"[1.333367, 103.69848876940743]",3,2
Kueh Stall,Kueh Stall - Pioneer Point,['Chinese'],1.33332,103.699242,"{'displayedHours': 'Closed', 'sun': '07:00-15:00', 'mon': '07:00-15:00', 'tue': '07:00-15:00', 'wed': '07:00-15:00', 'thu': '07:00-15:00', 'fri': '07:00-15:00', 'sat': '07:00-15:00', 'tempClosed': True}",https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3ECEBCZCHTJ/hero/a877bf2ddaaa4a93ba99e5d00b3c1d90_1621920881266979635.jpg,0.0,"[1.33332, 103.699242]",3,2
