Unnamed: 0,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
4282,Jia Jia Foodstuff,Jia Jia Foodstuff - Woodlands Loop [Islandwide Delivery],"[""Asian"", ""Groceries"", ""Halal"", ""Frozen Food"", ""Mart""]",1.4482184,103.8097319,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2M3LF61JZN3JJ/hero/01ac7be84cea45ea8f5fffc8ccdd8b3d_1617983396243335243.jpeg,5.0,"[1.4482184, 103.8097319]",8,6
4295,Fassler Gourmet,Fassler Gourmet - Woodlands Terrace ,"[""Fresh & Frozen"", ""Islandwide Delivery"", ""Same Prices In-Store"", ""Halal"", ""Mart""]",1.4523087772356291,103.80880711408628,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LWL2CEWF4WRX/hero/173c33077a3148e5bf130094f6c441d1_1615369666438781250.jpeg,5.0,"[1.4523087772356291, 103.80880711408628]",8,6
4346,Hup Cheong,Hup Cheong - Woodlands Loop,"[""Mart"", ""Groceries""]",1.4487387060659245,103.80906368390714,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJACF5ZAJNBBE/hero/1b375b76ba74410bade8e53d404cd3fe_1611546614969099364.jpg,4.4,"[1.4487387060659245, 103.80906368390714]",8,6
4375,Perfect Five Food,Perfect Five Food - Woodlands Loop (Next Day Delivery),"[""Finger Food"", ""Groceries"", ""Mart"", ""Islandwide Delivery"", ""Frozen Food""]",1.450441,103.804768,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEYE4EBV8DCHA/hero/a0d4d5146c754624b772aee893405dee_1589529470130075367.jpeg,5.0,"[1.450441, 103.804768]",8,6
4389,Megu Catering Concepts,Megu Catering Concepts - Senoko Food Connection - Catering ,"[""Asian"", ""Salad"", ""Vegan""]",1.46153,103.805,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZMGVFC1UENJCE/hero/0820e38a0b1f4fe29dbadf4b01213244_1596691462125599884.jpg,,"[1.46153, 103.805]",8,6
4390,Y C Korean & Japanese Cuisine,Y C Korean & Japanese Cuisine - Woodlands Industrial Park E5 ,"[""Korean"", ""Japanese"", ""Asian""]",1.4509915157529107,103.793482,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJTVALCCX3UV6/hero/5e063da26e3a45d6a7a661fba919d338_1591163747682660403.jpeg,3.3,"[1.4509915157529107, 103.793482]",8,6
4391,Kühlbarra,Kuhlbarra - Woodlands Terrace (Next Day Delivery),"[""Islandwide Delivery"", ""Mart"", ""Groceries"", ""Frozen Food"", ""Seafood""]",1.452397192,103.8087729,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJAGAWVBFECPE/hero/806c84e9d32a4a44abc1ca8b444ce2c7_1590044915618899040.png,4.9,"[1.452397192, 103.8087729]",8,6
4394,Osaka Cleaners,Osaka Cleaners - Harvest @ Woodlands ,"[""Convenience"", ""Mart"", ""Footwear"", ""Islandwide Delivery""]",1.45043354088716,103.791923398266,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2L1UANXRFWUPA/hero/09263aee9e8c49e186c1e0954a3345f9_1615801697763828385.jpeg,,"[1.45043354088716, 103.791923398266]",8,6
4418,Mr Popiah,Mr Popiah - JTC Food Hub - Senoko [Islandwide Delivery],"[""Groceries"", ""Mart"", ""Local"", ""Halal""]",1.4602449000000002,103.79842094396284,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKCCAD3GEMHDE/hero/3f38d3c045a94875a0def930ccb4ac15_1592212723407765473.png,,"[1.4602449000000002, 103.79842094396284]",8,6
4443,Food Yo Cafe,Food Yo Cafe - Senoko South Road ,"[""Asian"", ""Noodles"", ""Local"", ""Islandwide Delivery""]",1.4579019547176009,103.80493150858646,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2ATA2WKMADVG2/hero/f9b7cfa43cb14a2caf97e908ed22df12_1601013970957105780.jpeg,5.0,"[1.4579019547176009, 103.80493150858646]",8,6
4448,Golden Palm,Golden Palm - Woodlands Loop [Islandwide Delivery],"[""Convenience"", ""Frozen Food"", ""Fresh Produce"", ""Mart""]",1.4482184,103.8097319,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TYVNXEBATDPA/hero/679ec80a79ac43379cc873ee66b17228_1621593284138760258.jpg,,"[1.4482184, 103.8097319]",8,6
