Unnamed: 0,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
4604,King's Taste,King's Taste - Fernvale Grove [Islandwide Delivery],"[""Fast Food"", ""Fried Chicken"", ""Pasta"", ""Steak"", ""Western""]",1.39244,103.8761643,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZJUTKEZTZEFA2/hero/10b17c4117b24604ab18556a7502b666_1593157949865133854.jpeg,3.7,"[1.39244, 103.8761643]",6,9
4620,Xing Hua 兴化,Xing Hua 兴化 - The Seletar Mall [Islandwide Delivery],"[""Asian"", ""Chinese"", ""Local"", ""Noodles"", ""Soup""]",1.392115075,103.87610279333332,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DYV26KGPBYCN/hero/2b7832a137bb4759bab7dfe7353df2f1_1609912488693825211.png,4.4,"[1.392115075, 103.87610279333332]",6,9
4623,Hawkerman,Hawkerman - The Seletar Mall [Islandwide Delivery],"[""Halal"", ""Western"", ""Islandwide Delivery"", ""Same Prices In-Store"", ""Chicken""]",1.3913571113824048,103.87607259544215,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYV3FAWDEF2WL2/hero/a285d314cd414917a8c283bf2e0c57fd_1566877260901458258.jpeg,4.4,"[1.3913571113824048, 103.87607259544215]",6,9
4707,Ding Xiang Seafood,Ding Xiang Seafood - Fernvale Road [Islandwide Delivery],"[""Chinese"", ""Seafood"", ""Asian"", ""Islandwide Delivery""]",1.3924062,103.87618438,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD05540/hero/9f0c424fea4f4580afdb4344b45b9531_1569394208962455323.jpeg,4.0,"[1.3924062, 103.87618438]",6,9
13074,Sunxion Seafood,Sunxion Seafood - Seletar West Farmway 2 [Islandwide Delivery],"[""Asian"", ""Seafood"", ""Singaporean"", ""Islandwide Delivery""]",1.3902517,103.8665917,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TZA7CCEKECL6/hero/512b9a2c6ac04862bc808cc402e89d96_1621668879500073132.jpeg,,"[1.3902517, 103.8665917]",6,9
13113,Penang Heritage,Penang Heritage - Sengkang West Ave,"[""Bakery & Cake""]",1.39188263833758,103.870765544702,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UDBFCCLPEDEA/hero/c537130e0c9c401b851f035939f9c8a7_1622344114814118138.jpeg,,"[1.39188263833758, 103.870765544702]",6,9
13146,Apollo Marine,Apollo Marine - Seletar West Farmway 2 [Islandwide Delivery],"[""Grocery"", ""Islandwide Delivery"", ""Groceries"", ""Convenience"", ""Seafood""]",1.3902517,103.8665917,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDCEYTZJTM3WE/hero/5800b67a58d14556a8695db17b94dc52_1598232470699650769.jpeg,4.1,"[1.3902517, 103.8665917]",6,9
13151,Ding Ji by Fei Siong Group,Ding Ji by Fei Siong Group,"[""Local"", ""Asian"", ""Noodles""]",1.3913938,103.8710542,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZEKBBKKNEJXL2/hero/c41eced3c8644db198fb59121a0ee8c8_1591941536526682279.jpeg,3.9,"[1.3913938, 103.8710542]",6,9
13160,Fatty Bom Bom,Fatty Bom Bom - Sengkang West Ave,"[""Western"", ""Halal"", ""Pasta"", ""Burger"", ""Asian""]",1.3913475,103.8711273,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DJDBVEWAJFAX/hero/f471c7a845f643eea8b23bc0feb222dd_1606880295810249277.jpeg,4.4,"[1.3913475, 103.8711273]",6,9
13161,Wonton Mama,Wonton Mama - Sengkang West Ave,"[""Asian"", ""Noodles"", ""Thai""]",1.3914042,103.8710343125,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2CEAFCHWFNEVN/hero/a8d95c1908a84604b08d025e26e7821c_1604453627959720019.png,4.4,"[1.3914042, 103.8710343125]",6,9
