Unnamed: 0,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
7576,Haresh Enterprises,Haresh Enterprises - Shun Li Industrial Park ,"[""Snacks"", ""Health & Beauty"", ""Groceries"", ""Mart"", ""Islandwide Delivery""]",1.337395,103.909889,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DJRN4BCYCZC6/hero/32748ad3f30e4c70903dbf8831be9030_1606892903471676695.jpeg,,"[1.337395, 103.909889]",4,10
7919,Haresh Enterprise,Haresh Enterprise - Shun Li Industrial Park,"[""Convenience"", ""Mart"", ""Health & Wellness""]",1.3365542333437608,103.91141514925944,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2CTAUK1RLCFAE/hero/878c938c9340442d847226d672a5cd51_1611546605159049995.jpg,,"[1.3365542333437608, 103.91141514925944]",4,10
8633,8 Degrees,8 Degrees - Ark-Kb ,"[""Bubble Tea"", ""Beverages"", ""Dessert""]",1.3409688850044452,103.91427949056896,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZLYRU6JARN1MA/hero/fee214c75d56421b858a995aaf449061_1595593730934879509.jpeg,4.1,"[1.3409688850044452, 103.91427949056896]",4,10
9338,Ci Feng Bak Kut Teh,Ci Feng Bak Kut Teh - Techlink,"[""Chinese""]",1.338973,103.905334,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NJGBEVGT4KAX/hero/622ab0458e2d4c8381329a64915c57b4_1620359128722553665.jpeg,5.0,"[1.338973, 103.905334]",4,10
9358,Westernizer,Westernizer - Shun Li Industrial Park,"[""Chicken"", ""Pasta"", ""Western"", ""Burger""]",1.3371172,103.9109326,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2LDBBVVJAJVE2/hero/2b9708eee61a4f5cb0bf9e600af04bed_1614308652501972145.jpg,5.0,"[1.3371172, 103.9109326]",4,10
9362,Uncle Dough,Uncle Dough - Bartley Biz Centre,"[""Dessert"", ""Snack""]",1.3392178,103.9121057,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TJCPVGWE3TE6/hero/35bba9623c914de9830e103f2bef0778_1620832258963943078.png,,"[1.3392178, 103.9121057]",4,10
9368,Wawa's Delicacies,Wawa's Delicacies - Ark@Kb,"[""Asian"", ""Chicken"", ""Halal""]",1.3415633333333332,103.91436803333336,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2EWFGA1NT2YRN/hero/0987c5b482cf480c8500adc92b6fbc4d_1609329817761141102.jpg,4.7,"[1.3415633333333332, 103.91436803333336]",4,10
9533,Thai Food Near Me,Thai Food Near Me - Tai Seng Ave,"[""Local"", ""Thai"", ""Frozen Food"", ""Mart""]",1.3385,103.89144,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2UELPNUJUVZNT/hero/7263b2b1c0b04934ab289b9c1432eeda_1622453591511480032.jpg,,"[1.3385, 103.89144]",4,10
9670,Ayam Penyet Power,Ayam Penyet Power - Entrepreneur Business Centre,"[""Malaysian""]",1.3373297460110285,103.9030824,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2DDNFVXEUAWAE/hero/782d7a2276a54eda895e6987d1c959d7_1607662884132266937.jpeg,4.2,"[1.3373297460110285, 103.9030824]",4,10
9674,Hoho Seafood,Hoho Seafood - Premier @ Kaki Bukit,"[""Chinese"", ""Seafood""]",1.3387322703464,103.906322114944,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2T3LNCBE3E3NA/hero/83ec33c86cd04a70ae831d632723f457_1621953041373246966.jpg,,"[1.3387322703464, 103.906322114944]",4,10
9699,Weili Seafood,Weili Seafood - Kaki Bukit Road 3,"[""Chinese"", ""Seafood"", ""Local"", ""Noodles"", ""Chicken""]",1.33741925,103.902897,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD03160/hero/upload-photo-Hero_Photo_cbce5f7619f7444694631fab55911770_1556093354271237621.jpeg,4.0,"[1.33741925, 103.902897]",4,10
9702,Premier Nasi Lemak,Premier Nasi Lemak - Premier - Kaki Bukit,"[""Asian"", ""Local""]",1.3388740106712975,103.90652095506438,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYWFLJAGT7W2PA/hero/136643a8766b4a68984dbfe4aa72c467_1569234083358596338.jpeg,4.6,"[1.3388740106712975, 103.90652095506438]",4,10
