Unnamed: 0,name,address,cuisine,lat,lon,image_url,rating,coordinates,square_i,square_j
143,Alfa H Mart,Alfa H Mart - The Pinnacle @ Duxton,"[""Mart"", ""Groceries"", ""Convenience Store/Minimart""]",1.2754867888888888,103.84102881111112,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2KCL3CGN4AWVJ/hero/7c838d6c64fb4ff686ceec773f98ca3e_1612262230632629839.jpeg,5.0,"[1.2754867888888888, 103.84102881111112]",1,8
144,Kekito Low Carb and Keto,Kekito Low Carb &  Keto - Everton Park,"[""Bakery & Cake"", ""Dessert"", ""Healthy"", ""Local"", ""Health & Wellness""]",1.27705385592198,103.838590160427,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2NJEU6VTVNBBA/hero/1e19ff7712f84706bb2fbcba5a68b9bf_1618889321763612758.jpeg,3.0,"[1.27705385592198, 103.838590160427]",1,8
146,Guo Chang Mala Hotpot Zhi Char,Guo Chang Mala Hotpot Zhi Char - Everton Park,"[""Chinese"", ""Malaysian"", ""Singaporean""]",1.277036,103.8392459,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TKTNCDPA2TEX/hero/68f81d3d58d24a6fbdaccf11cbde7d2b_1620987677975242961.png,5.0,"[1.277036, 103.8392459]",1,8
148,Morettino Italian Cafe & Bistro,Morettino Italian Cafe & Bistro - 100 AM Mall,"[""Same Prices In-Store"", ""Italian"", ""Pizza"", ""Alcohol"", ""Pasta""]",1.274593605245832,103.84338012173752,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/SGDD12027/hero/819d081be91d410eb791babd6c5b6302_1562571117734967257.jpeg,3.2,"[1.274593605245832, 103.84338012173752]",1,8
151,SG Eat Food Court,SG Eat Food Court - 100 AM,"[""Japanese"", ""Local"", ""Western""]",1.27467005,103.84342985,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDKETA3L23AG6/hero/e66eeaaf67bb4c8490786b9e8c8bed2f_1586924022853861439.jpg,4.2,"[1.27467005, 103.84342985]",1,8
158,Simply Thai Mookata,Simply Thai Mookata - Tanjong Pagar Complex,"[""Asian"", ""Chinese"", ""Fast Food"", ""Local"", ""Thai""]",1.2719454,103.8424175,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2TYCAVWG76CKA/hero/445e658ce3dd4b0e8f6e4a1717ae68bd_1621584124419372046.jpeg,,"[1.2719454, 103.8424175]",1,8
160,Ann's Gourmet Place,Ann's Gourmet Place - Tanjong Pagar Complex,"[""Local""]",1.2719732,103.84273834203496,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYLXGEN2CFLUVT/hero/upload-photo-Hero_Photo_bba4805d04c44b2182def6bef37f13e6_1557737263436755767.jpeg,4.5,"[1.2719732, 103.84273834203496]",1,8
168,Oh Some Bowls,Oh Some Bowls - Tanjong Pagar Plaza,"[""Japanese"", ""Middle Eastern"", ""Salad""]",1.27547482,103.84289365,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZKCUAXBA2A3AJ/hero/47518758d22f45d6913a5d52664f30e7_1592288285480248344.jpg,4.5,"[1.27547482, 103.84289365]",1,8
173,JED's,JED's - Cantonment Road,"[""Western""]",1.2755019328516006,103.84307866356464,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2JYRVLGTLDWJA/hero/927508f9e5954261a6f988b1ed03f40d_1611574946996857000.jpg,5.0,"[1.2755019328516006, 103.84307866356464]",1,8
175,Bismillah Biryani,Bismillah Biryani - Shenton Way,"[""Indian"", ""Vegetarian"", ""Islandwide Delivery""]",1.2734491,103.8459211,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CYUFCABTJ8KWUA/hero/25098c01aadc4446b9ebb16948381d0f_1602318198681824255.jpeg,4.0,"[1.2734491, 103.8459211]",1,8
177,Yata Store,Yata Store - Eon Shenton,"[""Alcohol"", ""Beverages"", ""Convenience"", ""Snack"", ""Mart""]",1.273686841033438,103.8459999189784,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-C2MBJ26UHFA1RA/hero/f011de23bddd46feb0a120d6c2628f31_1617598342836865937.jpeg,5.0,"[1.273686841033438, 103.8459999189784]",1,8
181,Akbar 24 Hours Restaurant,Akbar 24 Hours Restaurant - Lim Teck Kim Road [Islandwide Delivery],"[""Local"", ""Indian"", ""Islandwide Delivery""]",1.273545344145944,103.8427564,https://d1sag4ddilekf6.cloudfront.net/compressed/merchants/4-CZDZE4CBBEAHUE/hero/fa35fcfa5b3e4330a57cf69f22bc3acd_1589178398228517733.jpeg,3.9,"[1.273545344145944, 103.8427564]",1,8
